lhdate,lhprice,lhcount
2022-03-24,479.0,0.0
2022-04-21,382.5,0.0
2022-05-05,361.0,0.0
2022-05-20,380.5,0.0
2022-06-09,450.0,0.0
2022-06-27,396.0,0.0
2022-08-05,403.0,0.0
2022-08-24,409.5,0.0
2022-09-02,409.0,0.0
2022-10-06,401.0,0.0
2022-12-08,486.5,0.0
2023-01-30,461.5,0.0
2023-03-06,639.0,0.0
2023-03-27,751.0,0.0
2023-04-11,768.0,0.0
2023-05-02,723.0,0.0
2023-05-26,838.0,0.0
