lhdate,lhprice,lhcount
2022-04-21,99.9,0.0
2022-05-31,101.5,0.0
2022-07-21,87.9,0.0
2022-08-11,95.4,0.0
2022-09-14,96.6,0.0
2022-10-06,92.0,0.0
2022-11-23,109.5,0.0
2022-12-06,112.0,0.0
2023-01-10,101.5,0.0
2023-02-03,104.0,0.0
2023-02-21,99.1,0.0
2023-03-06,100.5,0.0
2023-03-30,99.3,0.0
2023-04-18,100.5,0.0
2023-05-10,95.7,0.0
2023-05-30,99.2,0.0
