lhdate,lhprice,lhcount
2022-03-25,118.0,0.0
2022-05-04,124.0,0.0
2022-06-10,87.2,0.0
2022-07-19,80.9,0.0
2022-08-15,68.7,0.0
2022-08-26,66.8,0.0
2022-10-12,53.6,0.0
2022-11-15,67.1,0.0
2022-11-24,66.8,0.0
2022-12-07,71.3,0.0
2022-12-27,67.9,0.0
2023-02-02,67.9,0.0
2023-02-20,68.1,0.0
2023-03-08,67.2,0.0
2023-03-29,57.1,0.0
2023-04-12,58.4,0.0
2023-04-24,58.2,0.0
2023-05-08,58.5,0.0
2023-05-24,57.3,0.0
