lhdate,lhprice,lhcount
2022-03-11,122.5,0.0
2022-03-28,119.0,0.0
2022-04-21,113.5,0.0
2022-05-05,108.0,0.0
2022-05-25,118.0,0.0
2022-06-27,99.9,0.0
2022-07-29,118.0,0.0
2022-09-20,117.0,0.0
2022-10-05,119.5,0.0
2022-11-11,110.0,0.0
2022-12-05,127.0,0.0
2022-12-15,116.5,0.0
2023-01-03,112.5,0.0
2023-02-13,117.5,0.0
2023-02-24,120.5,0.0
2023-03-27,148.5,0.0
2023-04-17,156.0,0.0
2023-05-09,183.0,0.0
2023-05-26,208.0,0.0
