lhdate,lhprice,lhcount
2023-01-03,32.85,0.0
2023-01-12,32.7,0.0
2023-02-17,30.7,0.0
2023-03-06,30.5,0.0
2023-03-24,29.3,0.0
2023-05-08,32.75,0.0
2023-05-26,31.9,0.0
