,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,718.0,3356,奇偶,7632,7478,1626.0,1561.0,,,,,,,,,,,False
2022-12-12,,3356,奇偶,7386,7471,1653.0,1677.0,760.0,675.0,,22455.0,27.0,51.0,,22455.0,3.0, ,False
2022-12-13,,3356,奇偶,7559,7286,1695.0,1506.0,411.0,684.0,,22455.0,192.0,3.0,,22455.0,3.0, ,False
2022-12-14,,3356,奇偶,7286,7132,1506.0,1458.0,181.0,335.0,,22455.0,87.0,39.0,,22455.0,5.0, ,False
2022-12-15,,3356,奇偶,7132,7181,1458.0,1452.0,345.0,296.0,,22455.0,60.0,54.0,,22455.0,6.0, ,False
2022-12-18,,3356,奇偶,7181,7022,1452.0,1670.0,213.0,372.0,,22455.0,79.0,297.0,,22455.0,7.0, ,False
2022-12-19,,3356,奇偶,7022,6960,1670.0,1618.0,148.0,210.0,,22455.0,78.0,26.0,,22455.0,, ,False
2022-12-20,,3356,奇偶,6960,6352,1618.0,1675.0,199.0,807.0,,22455.0,78.0,135.0,,22455.0,35.0, ,False
2022-12-21,,3356,奇偶,6352,6227,1675.0,1685.0,197.0,322.0,,22455.0,81.0,91.0,,22455.0,9.0, ,False
2022-12-23,,3356,奇偶,6224,6205,1572.0,1454.0,107.0,126.0,,22455.0,125.0,7.0,,22455.0,7.0, ,False
2022-12-26,,3356,奇偶,6205,6055,1454.0,1439.0,94.0,244.0,,22455.0,42.0,27.0,,22455.0,50.0, ,False
2022-12-27,,3356,奇偶,6055,5909,1439.0,1277.0,152.0,298.0,,22455.0,168.0,6.0,,22455.0,3.0, ,False
2022-12-28,,3356,奇偶,5909,5243,1277.0,998.0,219.0,885.0,,22455.0,331.0,52.0,,22455.0,6.0, ,False
2022-12-29,,3356,奇偶,5243,4725,998.0,933.0,66.0,584.0,,22455.0,76.0,20.0,9.0,22455.0,1.0, ,False
2022-12-30,,3356,奇偶,4725,4932,933.0,965.0,325.0,111.0,7.0,22455.0,25.0,57.0,,22455.0,5.0, ,False
2023-01-03,,3356,奇偶,4932,4837,965.0,947.0,57.0,152.0,,22455.0,48.0,30.0,,22455.0,7.0, ,
2023-01-04,,3356,奇偶,4837,4856,947.0,930.0,81.0,62.0,,22455.0,20.0,3.0,,22455.0,2.0, ,
2023-01-05,,3356,奇偶,4856,4925,930.0,866.0,155.0,86.0,,22455.0,97.0,33.0,,22455.0,2.0, ,
2023-01-06,,3356,奇偶,4925,4930,866.0,820.0,46.0,41.0,,22455.0,71.0,25.0,,22455.0,1.0, ,
2023-01-10,,3356,奇偶,5019,5289,778.0,776.0,377.0,107.0,,22455.0,7.0,5.0,,22455.0,8.0, ,
2023-01-11,,3356,奇偶,5289,4940,776.0,796.0,108.0,446.0,11.0,22455.0,42.0,62.0,,22455.0,2.0, ,
2023-01-12,,3356,奇偶,4940,4892,796.0,720.0,55.0,102.0,1.0,22455.0,87.0,11.0,,22455.0,, ,
2023-01-14,,3356,奇偶,4892,4823,720.0,703.0,111.0,180.0,,22455.0,53.0,36.0,,22455.0,4.0, ,
2023-01-16,,3356,奇偶,4823,4767,703.0,585.0,17.0,71.0,2.0,22455.0,123.0,5.0,,22455.0,, ,
2023-01-18,,3356,奇偶,4767,4695,585.0,551.0,48.0,72.0,48.0,22455.0,37.0,3.0,,22455.0,7.0, ,
2023-02-01,,3356,奇偶,4549,4569,463.0,428.0,137.0,114.0,3.0,22455.0,38.0,3.0,,22455.0,11.0, ,
2023-02-02,,3356,奇偶,4549,4569,463.0,428.0,137.0,114.0,3.0,22455.0,38.0,3.0,,22455.0,11.0, ,
2023-02-03,,3356,奇偶,4503,4528,427.0,410.0,126.0,95.0,6.0,22455.0,30.0,13.0,,22455.0,, ,
