,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,865.0,5388,中磊,10775,10137,480.0,465.0,,,,,,,,,,,False
2022-12-12,,5388,中磊,9980,10171,465.0,451.0,390.0,199.0,,64698.0,16.0,2.0,,64698.0,, ,False
2022-12-13,,5388,中磊,10123,10102,459.0,460.0,283.0,304.0,,64698.0,7.0,8.0,,64698.0,7.0, ,False
2022-12-14,,5388,中磊,10102,9671,460.0,488.0,94.0,525.0,,64698.0,4.0,32.0,,64698.0,3.0, ,False
2022-12-15,,5388,中磊,9671,9856,488.0,488.0,575.0,390.0,,64698.0,15.0,15.0,,64698.0,31.0, ,False
2022-12-18,,5388,中磊,9856,9912,488.0,455.0,289.0,233.0,,64698.0,43.0,10.0,,64698.0,7.0, ,False
2022-12-19,,5388,中磊,9912,9970,455.0,447.0,127.0,69.0,,64698.0,10.0,2.0,,64698.0,3.0, ,False
2022-12-20,,5388,中磊,9970,8778,447.0,455.0,646.0,1838.0,,64698.0,12.0,20.0,,64698.0,12.0, ,False
2022-12-21,,5388,中磊,8778,8677,455.0,602.0,64.0,165.0,,64698.0,26.0,173.0,,64698.0,5.0, ,False
2022-12-23,,5388,中磊,8662,8580,622.0,625.0,81.0,163.0,,64698.0,23.0,26.0,,64698.0,4.0, ,False
2022-12-26,,5388,中磊,8580,8574,625.0,609.0,64.0,65.0,5.0,64698.0,19.0,3.0,,64698.0,, ,False
2022-12-27,,5388,中磊,8574,8515,609.0,608.0,95.0,152.0,2.0,64698.0,20.0,19.0,,64698.0,2.0, ,False
2022-12-28,,5388,中磊,8515,8533,608.0,586.0,145.0,127.0,,64698.0,32.0,10.0,,64698.0,5.0, ,False
2022-12-29,,5388,中磊,8533,8518,586.0,558.0,119.0,134.0,,64698.0,45.0,17.0,,64698.0,1.0, ,False
2022-12-30,,5388,中磊,8518,8454,558.0,561.0,42.0,101.0,5.0,64698.0,5.0,8.0,,64698.0,, ,False
