,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,576.0,2615,萬海,30360,30441,10901.0,10472.0,,,,,,,,,,,False
2022-12-12,,2615,萬海,30755,30695,10634.0,11500.0,552.0,581.0,31.0,701536.0,248.0,1114.0,,701536.0,5.0, ,False
2022-12-13,,2615,萬海,30773,30724,11184.0,10877.0,429.0,474.0,4.0,701536.0,227.0,176.0,256.0,701536.0,7.0, ,False
2022-12-14,,2615,萬海,30724,30676,10877.0,10798.0,373.0,413.0,8.0,701536.0,296.0,217.0,,701536.0,13.0, ,False
2022-12-15,,2615,萬海,30676,30174,10798.0,10560.0,824.0,1311.0,15.0,701536.0,644.0,406.0,,701536.0,13.0, ,False
2022-12-18,,2615,萬海,30174,31178,10560.0,11125.0,5512.0,4493.0,15.0,701536.0,930.0,1495.0,,701536.0,83.0, ,False
2022-12-19,,2615,萬海,31178,32463,11125.0,10682.0,5533.0,4235.0,13.0,701536.0,549.0,106.0,,701536.0,37.0, ,False
2022-12-20,,2615,萬海,32463,31001,10682.0,10543.0,2161.0,3595.0,28.0,701536.0,658.0,529.0,10.0,701536.0,84.0, ,False
2022-12-21,,2615,萬海,31001,31355,10543.0,10854.0,3160.0,2792.0,14.0,701536.0,259.0,706.0,136.0,701536.0,35.0, ,False
2022-12-23,,2615,萬海,34303,34974,12197.0,11959.0,4830.0,4150.0,9.0,701536.0,900.0,662.0,,701536.0,131.0, ,False
2022-12-26,,2615,萬海,34974,33822,11959.0,11596.0,3372.0,4493.0,31.0,701536.0,679.0,316.0,,701536.0,40.0, ,False
2022-12-27,,2615,萬海,33822,32697,11596.0,11658.0,2284.0,3394.0,15.0,701536.0,219.0,283.0,2.0,701536.0,90.0, ,False
2022-12-28,,2615,萬海,32697,32773,11658.0,11789.0,2410.0,2169.0,165.0,701536.0,724.0,855.0,,701536.0,28.0, ,False
2022-12-29,,2615,萬海,32773,33122,11789.0,12085.0,1379.0,1014.0,16.0,701536.0,219.0,515.0,,701536.0,20.0, ,False
2022-12-30,,2615,萬海,33122,33196,12085.0,12209.0,1343.0,1228.0,41.0,701536.0,178.0,307.0,5.0,701536.0,15.0, ,False
2023-01-03,,2615,萬海,33196,34104,12209.0,12268.0,1934.0,983.0,43.0,701536.0,160.0,219.0,,701536.0,28.0, ,
2023-01-04,,2615,萬海,34104,33432,12268.0,12037.0,1613.0,2240.0,45.0,701536.0,691.0,465.0,5.0,701536.0,31.0, ,
2023-01-05,,2615,萬海,33432,33689,12037.0,12021.0,1335.0,989.0,89.0,701536.0,295.0,279.0,,701536.0,25.0, ,
2023-01-06,,2615,萬海,33689,33095,12021.0,11856.0,719.0,1256.0,57.0,701536.0,336.0,171.0,,701536.0,10.0, ,
2023-01-10,,2615,萬海,32909,33493,11567.0,11200.0,1221.0,573.0,64.0,701536.0,402.0,367.0,332.0,701536.0,13.0, ,
2023-01-11,,2615,萬海,33493,33624,11200.0,10753.0,962.0,770.0,61.0,701536.0,550.0,113.0,10.0,701536.0,32.0, ,
2023-01-12,,2615,萬海,33624,33265,10753.0,10559.0,1337.0,1573.0,123.0,701536.0,397.0,205.0,2.0,701536.0,7.0, ,
2023-01-14,,2615,萬海,33265,32963,10559.0,10514.0,392.0,641.0,53.0,701536.0,156.0,111.0,,701536.0,35.0, ,
