,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,598.0,2753,八方雲集,2341,2309,102.0,96.0,,,,,,,,,,,False
2022-12-12,,2753,八方雲集,2391,2487,80.0,6.0,208.0,112.0,,16581.0,74.0,,,16581.0,,X ,False
2022-12-13,,2753,八方雲集,2558,2204,,,77.0,431.0,,16581.0,,,,16581.0,,X ,False
2022-12-14,,2753,八方雲集,2204,2263,,,81.0,22.0,,16581.0,,,,16581.0,, ,False
2022-12-15,,2753,八方雲集,2263,2266,,2.0,31.0,28.0,,16581.0,,2.0,,16581.0,6.0, ,False
2022-12-18,,2753,八方雲集,2266,2230,2.0,5.0,31.0,67.0,,16581.0,1.0,4.0,,16581.0,5.0, ,False
2022-12-19,,2753,八方雲集,2230,2266,5.0,11.0,72.0,36.0,,16581.0,,6.0,,16581.0,, ,False
2022-12-20,,2753,八方雲集,2266,1832,11.0,16.0,76.0,510.0,,16581.0,5.0,10.0,,16581.0,1.0, ,False
2022-12-21,,2753,八方雲集,1832,1907,16.0,20.0,97.0,22.0,,16581.0,3.0,7.0,,16581.0,, ,False
2022-12-23,,2753,八方雲集,2007,2053,21.0,21.0,52.0,6.0,,16581.0,3.0,3.0,,16581.0,, ,False
2022-12-26,,2753,八方雲集,2053,2118,21.0,26.0,83.0,18.0,,16581.0,,5.0,,16581.0,, ,False
2022-12-27,,2753,八方雲集,2118,2177,26.0,32.0,89.0,30.0,,16581.0,1.0,7.0,,16581.0,, ,False
2022-12-28,,2753,八方雲集,2177,1980,32.0,105.0,62.0,259.0,,16581.0,1.0,74.0,,16581.0,9.0, ,False
2022-12-29,,2753,八方雲集,1980,2068,105.0,47.0,151.0,63.0,,16581.0,62.0,4.0,,16581.0,1.0, ,False
2022-12-30,,2753,八方雲集,2068,1935,47.0,125.0,142.0,275.0,,16581.0,1.0,79.0,,16581.0,7.0, ,False
2023-01-03,,2753,八方雲集,1935,2198,125.0,114.0,311.0,48.0,,16581.0,32.0,21.0,,16581.0,1.0, ,
2023-01-04,,2753,八方雲集,2198,2231,114.0,133.0,150.0,117.0,,16581.0,4.0,23.0,,16581.0,, ,
2023-01-05,,2753,八方雲集,2231,1990,133.0,104.0,69.0,310.0,,16581.0,36.0,7.0,,16581.0,2.0, ,
2023-01-06,,2753,八方雲集,1990,1808,104.0,104.0,23.0,205.0,,16581.0,7.0,7.0,,16581.0,, ,
2023-01-10,,2753,八方雲集,1818,1865,100.0,137.0,135.0,88.0,,16581.0,1.0,38.0,,16581.0,, ,
2023-01-11,,2753,八方雲集,1865,1889,137.0,134.0,105.0,81.0,,16581.0,8.0,5.0,,16581.0,8.0, ,
