,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,760.0,3653,健策,1510,1520,726.0,717.0,,,,,,,,,,,False
2022-12-12,,3653,健策,1465,1530,658.0,654.0,117.0,51.0,1.0,33836.0,2.0,1.0,3.0,33836.0,, ,False
2022-12-13,,3653,健策,1521,1521,654.0,637.0,32.0,32.0,,33836.0,1.0,,16.0,33836.0,, ,False
2022-12-14,,3653,健策,1521,1467,637.0,623.0,53.0,105.0,2.0,34028.0,3.0,1.0,12.0,34028.0,, ,False
2022-12-15,,3653,健策,1467,1150,623.0,607.0,42.0,359.0,,34028.0,,3.0,19.0,34028.0,, ,False
2022-12-18,,3653,健策,1150,1214,607.0,595.0,110.0,46.0,,34028.0,,,12.0,34028.0,, ,False
2022-12-19,,3653,健策,1214,1238,595.0,594.0,42.0,18.0,,34028.0,,1.0,2.0,34028.0,, ,False
2022-12-20,,3653,健策,1238,1254,594.0,559.0,70.0,54.0,,34028.0,8.0,3.0,30.0,34028.0,2.0, ,False
2022-12-21,,3653,健策,1254,1291,559.0,557.0,78.0,41.0,,34028.0,5.0,7.0,4.0,34028.0,, ,False
2022-12-23,,3653,健策,1320,1372,538.0,531.0,75.0,23.0,,34028.0,1.0,3.0,9.0,34028.0,, ,False
2022-12-26,,3653,健策,1372,1357,531.0,536.0,31.0,46.0,,34028.0,,29.0,24.0,34028.0,, ,False
2022-12-27,,3653,健策,1357,1309,536.0,533.0,80.0,128.0,,34028.0,6.0,8.0,5.0,34028.0,, ,False
2022-12-28,,3653,健策,1309,1306,533.0,543.0,61.0,64.0,,34028.0,2.0,12.0,,34028.0,, ,False
2022-12-29,,3653,健策,1306,1287,543.0,530.0,47.0,66.0,,34028.0,19.0,6.0,,34028.0,, ,False
2022-12-30,,3653,健策,1287,1296,530.0,535.0,84.0,74.0,1.0,34028.0,29.0,34.0,,34028.0,1.0, ,False
2023-01-03,,3653,健策,1296,1337,535.0,552.0,68.0,27.0,,34028.0,5.0,22.0,,34028.0,, ,
2023-01-04,,3653,健策,1337,1334,552.0,539.0,40.0,43.0,,34028.0,4.0,12.0,21.0,34028.0,, ,
2023-01-05,,3653,健策,1334,1368,539.0,555.0,83.0,49.0,,34028.0,3.0,19.0,,34028.0,, ,
2023-01-06,,3653,健策,1368,1371,555.0,550.0,20.0,17.0,,34028.0,16.0,11.0,,34028.0,, ,
