,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,998.0,6770,力積電,28867,28656,7361.0,7402.0,,,,,,,,,,,False
2022-12-12,,6770,力積電,29033,28603,7520.0,7488.0,427.0,857.0,,986810.0,217.0,185.0,,986810.0,3.0, ,False
2022-12-13,,6770,力積電,28136,28157,7639.0,7785.0,689.0,659.0,9.0,986810.0,51.0,197.0,,986810.0,13.0, ,False
2022-12-14,,6770,力積電,28157,27698,7785.0,8457.0,624.0,1083.0,,998645.0,172.0,844.0,,998645.0,1.0, ,False
2022-12-15,,6770,力積電,27698,28535,8457.0,8651.0,1168.0,331.0,,998645.0,550.0,744.0,,998645.0,2.0, ,False
2022-12-18,,6770,力積電,28535,28352,8651.0,9111.0,388.0,571.0,,998645.0,351.0,871.0,60.0,998645.0,9.0, ,False
2022-12-19,,6770,力積電,28352,28251,9111.0,8955.0,533.0,634.0,,998645.0,664.0,508.0,,998645.0,35.0, ,False
2022-12-20,,6770,力積電,28251,27322,8955.0,8755.0,626.0,1555.0,,998645.0,447.0,247.0,,998645.0,10.0, ,False
2022-12-21,,6770,力積電,27322,27337,8755.0,8235.0,465.0,450.0,,998645.0,656.0,136.0,,998645.0,10.0, ,False
2022-12-23,,6770,力積電,27954,29192,8364.0,8533.0,1496.0,255.0,3.0,998645.0,91.0,260.0,,998645.0,10.0, ,False
2022-12-26,,6770,力積電,29192,29181,8533.0,8432.0,1160.0,1166.0,5.0,998645.0,165.0,64.0,,998645.0,5.0, ,False
2022-12-27,,6770,力積電,29181,27993,8432.0,8232.0,668.0,1846.0,10.0,998645.0,357.0,652.0,495.0,998645.0,19.0, ,False
2022-12-28,,6770,力積電,27993,28145,8232.0,8991.0,1031.0,874.0,5.0,998645.0,438.0,1197.0,,998645.0,5.0, ,False
2022-12-29,,6770,力積電,28145,28135,8991.0,9350.0,584.0,594.0,,998645.0,278.0,637.0,,998645.0,10.0, ,False
2022-12-30,,6770,力積電,28135,28212,9350.0,9483.0,306.0,229.0,,998645.0,87.0,220.0,,998645.0,1.0, ,False
2023-01-03,,6770,力積電,28212,27903,9483.0,9714.0,177.0,486.0,,998645.0,294.0,624.0,99.0,998645.0,5.0, ,
2023-01-04,,6770,力積電,27903,27920,9714.0,9650.0,256.0,238.0,1.0,998645.0,225.0,161.0,,998645.0,4.0, ,
2023-01-05,,6770,力積電,27920,27638,9650.0,9962.0,516.0,796.0,2.0,998645.0,105.0,417.0,,998645.0,, ,
2023-01-06,,6770,力積電,27638,27682,9962.0,9042.0,1174.0,1115.0,15.0,998645.0,1255.0,335.0,,998645.0,10.0, ,
2023-01-10,,6770,力積電,28172,27579,9329.0,9182.0,887.0,1460.0,20.0,998645.0,467.0,320.0,,998645.0,31.0, ,
2023-01-11,,6770,力積電,27579,27615,9182.0,8876.0,1662.0,1625.0,1.0,998645.0,160.0,187.0,333.0,998645.0,26.0, ,
2023-01-12,,6770,力積電,27615,26669,8876.0,8760.0,863.0,1808.0,1.0,998645.0,45.0,21.0,92.0,998645.0,1.0, ,
2023-01-14,,6770,力積電,26669,26535,8760.0,8698.0,912.0,1016.0,30.0,1000968.0,241.0,180.0,1.0,1000968.0,20.0, ,
2023-01-16,,6770,力積電,26535,27023,8698.0,7777.0,1452.0,887.0,77.0,1000968.0,1077.0,203.0,47.0,1000968.0,50.0, ,
2023-01-18,,6770,力積電,27023,27208,7777.0,7636.0,982.0,679.0,118.0,1000968.0,244.0,123.0,20.0,1000968.0,5.0, ,
2023-02-01,,6770,力積電,25291,24914,8453.0,8676.0,1405.0,1782.0,,1000968.0,315.0,538.0,,1000968.0,11.0, ,
