pldate,plprice,plcount
2022-03-29,249.5,0.0
2022-05-12,223.5,0.0
2022-07-01,221.0,0.0
2022-09-28,201.0,0.0
2022-10-25,203.0,0.0
2023-03-17,169.5,0.0
2023-05-02,179.0,0.0
