pldate,plprice,plcount
2022-05-12,12.0,0.0
2022-07-06,11.15,0.0
2022-08-03,11.6,0.0
2022-09-28,11.55,0.0
2022-12-21,12.2,0.0
2023-03-16,13.4,0.0
2023-05-15,14.25,0.0
