pldate,plprice,plcount
2022-05-26,22.9,0.0
2022-07-15,18.8,0.0
2022-09-02,20.0,0.0
2022-10-19,19.0,0.0
2023-03-16,21.7,0.0
2023-04-20,22.3,0.0
