pldate,plprice,plcount
2022-03-16,28.5,0.0
2022-05-12,21.8,0.0
2022-07-12,19.95,0.0
2022-08-04,20.95,0.0
2022-10-21,16.5,0.0
2022-12-28,21.65,0.0
2023-03-02,24.95,0.0
2023-04-21,26.2,0.0
2023-05-12,27.1,0.0
