pldate,plprice,plcount
2022-05-12,45.95,0.0
2022-07-15,47.45,0.0
2022-11-03,45.0,0.0
2022-11-18,44.85,0.0
2022-12-21,43.75,0.0
2023-03-14,44.55,0.0
2023-05-03,45.5,0.0
