pldate,plprice,plcount
2022-04-27,44.4,0.0
2022-07-12,36.75,0.0
2022-10-03,35.35,0.0
2022-12-30,40.7,0.0
2023-04-25,48.5,0.0
2023-05-15,48.1,0.0
