pldate,plprice,plcount
2022-05-12,15.15,0.0
2022-07-15,12.6,0.0
2022-08-08,13.15,0.0
2022-10-28,11.0,0.0
2023-02-22,12.5,0.0
2023-03-16,11.7,0.0
2023-05-15,12.0,0.0
