pldate,plprice,plcount
2022-03-15,38.85,0.0
2022-05-12,38.1,0.0
2022-07-06,42.5,0.0
2022-08-25,39.85,0.0
2022-10-03,40.75,0.0
2022-11-10,44.4,0.0
2022-12-25,59.1,0.0
2023-03-10,72.4,0.0
2023-04-06,73.7,0.0
2023-05-11,75.9,0.0
