pldate,plprice,plcount
2022-04-27,91.8,0.0
2022-07-06,73.1,0.0
2022-09-07,80.2,0.0
2022-10-13,72.4,0.0
2023-02-17,102.0,0.0
2023-05-02,100.5,0.0
