pldate,plprice,plcount
2022-04-07,11.15,0.0
2022-05-12,10.2,0.0
2022-08-04,9.67,0.0
2022-09-26,9.09,0.0
2022-10-13,8.74,0.0
2023-03-16,11.1,0.0
2023-04-25,10.9,0.0
