pldate,plprice,plcount
2022-05-12,505.0,0.0
2022-07-06,435.5,0.0
2022-10-25,371.0,0.0
2022-12-29,446.0,0.0
2023-02-22,507.0,0.0
2023-03-16,505.0,0.0
2023-04-27,493.5,0.0
2023-05-15,495.5,0.0
