lhdate,lhprice,lhcount
2022-03-14,164.5,0.0
2022-04-01,138.5,0.0
2022-04-22,147.5,0.0
2022-05-06,154.0,0.0
2022-06-08,145.5,0.0
2022-07-08,92.7,0.0
2022-08-09,105.0,0.0
2022-09-20,172.5,0.0
2022-10-11,156.0,0.0
2022-10-27,142.5,0.0
2022-11-14,155.5,0.0
2022-11-30,163.0,0.0
2022-12-22,171.5,0.0
2023-02-03,157.0,0.0
2023-03-14,171.0,0.0
2023-04-17,174.5,0.0
2023-05-10,155.0,0.0
2023-05-29,157.0,0.0
