pldate,plprice,plcount
2022-04-12,44.15,0.0
2022-05-12,41.0,0.0
2022-07-01,41.0,0.0
2022-08-02,47.55,0.0
2022-10-26,41.35,0.0
2023-01-13,43.5,0.0
2023-03-16,43.1,0.0
2023-04-25,41.55,0.0
2023-05-17,41.7,0.0
