pldate,plprice,plcount
2022-04-27,73.0,0.0
2022-07-12,63.6,0.0
2022-08-03,71.3,0.0
2022-09-07,67.6,0.0
2022-10-13,50.1,0.0
2022-12-26,84.1,0.0
2023-03-14,82.1,0.0
2023-05-15,75.7,0.0
