pldate,plprice,plcount
2022-03-15,30.5,0.0
2022-04-07,31.7,0.0
2022-05-09,31.9,0.0
2022-11-10,42.65,0.0
2022-12-22,40.9,0.0
2023-03-01,42.05,0.0
2023-04-21,46.05,0.0
