pldate,plprice,plcount
2022-03-15,1355.0,0.0
2022-05-12,1205.0,0.0
2022-06-20,1395.0,0.0
2022-10-25,1230.0,0.0
2023-01-03,1505.0,0.0
2023-02-17,1570.0,0.0
2023-03-17,1615.0,0.0
2023-05-12,1670.0,0.0
