pldate,plprice,plcount
2022-05-16,54.7,0.0
2022-06-23,56.6,0.0
2022-08-29,65.8,0.0
2022-11-10,53.0,0.0
2023-03-16,59.3,0.0
2023-04-25,58.9,0.0
