pldate,plprice,plcount
2022-03-15,366.0,0.0
2022-04-28,288.5,0.0
2022-05-24,317.0,0.0
2022-07-12,225.0,0.0
2022-08-03,238.5,0.0
2022-10-21,319.5,0.0
2022-12-26,481.0,0.0
2023-02-22,517.0,0.0
2023-05-15,419.5,0.0
