lhdate,lhprice,lhcount
2022-04-21,12.5,0.0
2022-05-31,11.85,0.0
2022-06-09,11.85,0.0
2022-07-19,10.6,0.0
2022-11-14,10.6,0.0
2022-11-28,13.6,0.0
2023-01-09,12.9,0.0
2023-02-08,13.4,0.0
2023-03-06,13.5,0.0
2023-03-24,12.6,0.0
2023-04-06,12.6,0.0
2023-04-21,13.65,0.0
2023-05-23,12.35,0.0
