pldate,plprice,plcount
2022-03-15,530.0,0.0
2022-05-09,433.0,0.0
2022-07-12,315.0,0.0
2022-08-04,283.5,0.0
2022-10-13,216.0,0.0
2022-12-30,237.0,0.0
2023-02-22,288.5,0.0
2023-03-16,297.0,0.0
2023-04-06,306.0,0.0
2023-05-16,280.0,0.0
