pldate,plprice,plcount
2022-05-13,19.05,0.0
2022-07-12,16.25,0.0
2022-08-04,15.8,0.0
2022-09-16,16.65,0.0
2022-10-28,16.1,0.0
2022-11-16,16.25,0.0
2023-02-13,22.8,0.0
2023-03-16,23.4,0.0
2023-05-11,34.6,0.0
