pldate,plprice,plcount
2022-05-11,326.0,0.0
2022-07-13,311.0,0.0
2022-08-12,373.5,0.0
2022-10-28,303.5,0.0
2022-12-28,398.5,0.0
2023-03-16,572.0,0.0
2023-05-10,631.0,0.0
