pldate,plprice,plcount
2022-04-25,18.65,0.0
2022-07-06,15.0,0.0
2022-07-26,15.15,0.0
2022-10-13,14.7,0.0
2022-12-20,17.35,0.0
2023-03-16,19.45,0.0
2023-05-15,18.65,0.0
