lhdate,lhprice,lhcount
2022-03-24,9.97,0.0
2022-05-25,13.1,0.0
2022-06-16,18.85,0.0
2022-08-03,30.85,0.0
2022-08-25,35.4,0.0
2022-09-08,35.55,0.0
2022-10-05,30.9,0.0
2022-10-17,29.9,0.0
2022-12-01,29.4,0.0
2023-01-04,26.7,0.0
2023-02-02,26.65,0.0
2023-03-06,27.5,0.0
2023-04-12,24.95,0.0
2023-05-23,24.4,0.0
