pldate,plprice,plcount
2022-04-27,16.3,0.0
2022-05-24,16.85,0.0
2022-07-12,14.25,0.0
2022-07-28,13.25,0.0
2022-09-28,14.7,0.0
2022-12-21,14.65,0.0
2023-03-15,17.45,0.0
2023-05-12,16.95,0.0
