,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,581.0,2634,漢翔,30430,31705,258.0,329.0,,,,,,,,,,,False
2022-12-12,,2634,漢翔,30256,32079,298.0,282.0,3246.0,1423.0,,235466.0,31.0,15.0,,235466.0,4.0, ,False
2022-12-13,,2634,漢翔,31281,28017,295.0,274.0,524.0,1788.0,2000.0,235466.0,22.0,1.0,,235466.0,5.0, ,False
2022-12-14,,2634,漢翔,28017,27974,274.0,268.0,843.0,885.0,1.0,235466.0,48.0,42.0,,235466.0,9.0, ,False
2022-12-15,,2634,漢翔,27974,28509,268.0,278.0,3874.0,1339.0,2000.0,235466.0,16.0,26.0,,235466.0,28.0, ,False
2022-12-18,,2634,漢翔,28509,29347,278.0,369.0,2489.0,1647.0,4.0,235466.0,52.0,143.0,,235466.0,4.0, ,False
2022-12-19,,2634,漢翔,29347,29136,369.0,363.0,669.0,880.0,,235466.0,19.0,13.0,,235466.0,, ,False
2022-12-20,,2634,漢翔,29136,26639,363.0,212.0,476.0,2972.0,1.0,235466.0,168.0,17.0,,235466.0,1.0, ,False
2022-12-21,,2634,漢翔,26639,25434,212.0,206.0,288.0,1491.0,2.0,235466.0,12.0,6.0,,235466.0,12.0, ,False
2022-12-23,,2634,漢翔,24669,24266,206.0,264.0,1411.0,1812.0,2.0,235466.0,7.0,65.0,,235466.0,19.0, ,False
2022-12-26,,2634,漢翔,24266,24771,264.0,279.0,1669.0,1164.0,,235466.0,8.0,23.0,,235466.0,35.0, ,False
2022-12-27,,2634,漢翔,24771,24418,279.0,270.0,930.0,1283.0,,235466.0,14.0,5.0,,235466.0,19.0, ,False
2022-12-28,,2634,漢翔,24418,24262,270.0,279.0,810.0,962.0,4.0,235466.0,17.0,26.0,,235466.0,10.0, ,False
2022-12-29,,2634,漢翔,24262,25718,279.0,286.0,1858.0,400.0,2.0,235466.0,7.0,14.0,,235466.0,3.0, ,False
2022-12-30,,2634,漢翔,25718,29303,286.0,361.0,5386.0,1799.0,2.0,235466.0,4.0,79.0,,235466.0,59.0, ,False
2023-01-03,,2634,漢翔,29303,29271,361.0,300.0,1452.0,1480.0,4.0,235466.0,62.0,1.0,,235466.0,24.0, ,
2023-01-04,,2634,漢翔,29271,29115,300.0,365.0,848.0,1004.0,,235466.0,2.0,67.0,,235466.0,3.0, ,
2023-01-05,,2634,漢翔,29115,28430,365.0,357.0,994.0,1674.0,5.0,235466.0,12.0,5.0,1.0,235466.0,5.0, ,
2023-01-06,,2634,漢翔,28430,27621,357.0,372.0,314.0,1123.0,,235466.0,3.0,23.0,5.0,235466.0,1.0, ,
2023-01-10,,2634,漢翔,27504,27019,322.0,305.0,448.0,909.0,24.0,235466.0,21.0,4.0,,235466.0,, ,
2023-01-11,,2634,漢翔,27019,26419,305.0,303.0,713.0,1313.0,,235466.0,5.0,3.0,,235466.0,17.0, ,
2023-01-12,,2634,漢翔,26419,26011,303.0,294.0,325.0,669.0,64.0,235466.0,10.0,1.0,,235466.0,3.0, ,
2023-01-14,,2634,漢翔,26011,25288,294.0,231.0,149.0,857.0,15.0,235466.0,64.0,1.0,,235466.0,, ,
2023-01-16,,2634,漢翔,25288,24484,231.0,224.0,203.0,955.0,52.0,235466.0,12.0,5.0,,235466.0,, ,
2023-01-18,,2634,漢翔,24484,23913,224.0,208.0,145.0,698.0,18.0,235466.0,16.0,,,235466.0,, ,
