,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,247.0,1513,中興電,25617,24292,1717.0,1478.0,,,,,,,,,,,False
2022-12-12,,1513,中興電,23518,22910,1545.0,1559.0,1686.0,2294.0,,119034.0,51.0,65.0,,119034.0,1.0, ,False
2022-12-13,,1513,中興電,22513,22553,1579.0,1546.0,2189.0,2149.0,,119034.0,59.0,60.0,34.0,119034.0,74.0, ,False
2022-12-14,,1513,中興電,22553,23356,1546.0,2031.0,4488.0,3535.0,150.0,119034.0,32.0,518.0,1.0,119034.0,18.0, ,False
2022-12-15,,1513,中興電,23356,22167,2031.0,2630.0,4478.0,5626.0,41.0,119034.0,42.0,641.0,,119034.0,24.0, ,False
2022-12-18,,1513,中興電,22167,21843,2630.0,2482.0,3110.0,3434.0,,119034.0,297.0,149.0,,119034.0,18.0, ,False
2022-12-19,,1513,中興電,21843,21682,2482.0,2132.0,2302.0,2463.0,,119034.0,443.0,103.0,10.0,119034.0,10.0, ,False
2022-12-20,,1513,中興電,21682,16149,2132.0,1987.0,927.0,6460.0,,119034.0,275.0,145.0,15.0,119034.0,19.0, ,False
2022-12-21,,1513,中興電,16149,16627,1987.0,2153.0,1540.0,1059.0,3.0,119034.0,45.0,249.0,38.0,119034.0,51.0, ,False
2022-12-23,,1513,中興電,16673,17055,2255.0,2272.0,1033.0,649.0,2.0,119034.0,134.0,151.0,,119034.0,6.0, ,False
2022-12-26,,1513,中興電,17055,16994,2272.0,2380.0,746.0,807.0,,119034.0,19.0,127.0,,119034.0,2.0, ,False
2022-12-27,,1513,中興電,16994,16610,2380.0,2417.0,1569.0,1953.0,,119034.0,88.0,125.0,,119034.0,17.0, ,False
2022-12-28,,1513,中興電,16610,16103,2417.0,2519.0,931.0,1438.0,,119034.0,52.0,154.0,,119034.0,4.0, ,False
2022-12-29,,1513,中興電,16103,15053,2519.0,2633.0,672.0,1722.0,,119034.0,169.0,283.0,,119034.0,10.0, ,False
2022-12-30,,1513,中興電,15053,14675,2633.0,2840.0,935.0,1313.0,,119034.0,14.0,221.0,,119034.0,14.0, ,False
2023-01-03,,1513,中興電,14675,15561,2840.0,4504.0,4564.0,3678.0,,119034.0,267.0,1931.0,,119034.0,44.0, ,
2023-01-04,,1513,中興電,15561,15597,4504.0,5731.0,4771.0,4735.0,,119034.0,185.0,1412.0,,119034.0,88.0, ,
2023-01-05,,1513,中興電,15597,17420,5731.0,5471.0,3971.0,2148.0,,119034.0,544.0,284.0,,119034.0,24.0, ,
2023-01-06,,1513,中興電,17420,18083,5471.0,5514.0,2405.0,1740.0,2.0,119034.0,249.0,308.0,16.0,119034.0,22.0, ,
2023-01-10,,1513,中興電,16835,16476,5539.0,5214.0,1228.0,1585.0,2.0,119034.0,123.0,95.0,297.0,119034.0,3.0, ,
2023-01-11,,1513,中興電,16476,17232,5214.0,4722.0,2119.0,1363.0,,119034.0,111.0,45.0,426.0,119034.0,24.0, ,
2023-01-12,,1513,中興電,17232,16457,4722.0,4362.0,805.0,1579.0,1.0,119034.0,232.0,61.0,189.0,119034.0,10.0, ,
2023-01-14,,1513,中興電,16457,16268,4362.0,4106.0,641.0,825.0,5.0,119081.0,178.0,53.0,131.0,119081.0,9.0, ,
2023-01-16,,1513,中興電,16268,15766,4106.0,4100.0,475.0,976.0,1.0,119081.0,93.0,148.0,61.0,119081.0,21.0, ,
2023-01-18,,1513,中興電,15766,15791,4100.0,4069.0,1561.0,1532.0,4.0,119081.0,66.0,141.0,106.0,119081.0,19.0, ,
2023-02-01,,1513,中興電,17748,16615,5852.0,6073.0,2280.0,3413.0,,119081.0,133.0,454.0,100.0,119081.0,20.0, ,
2023-02-02,,1513,中興電,17748,16615,5852.0,6073.0,2280.0,3413.0,,119081.0,133.0,454.0,100.0,119081.0,20.0, ,
2023-02-03,,1513,中興電,17424,17270,5907.0,5058.0,1722.0,1811.0,65.0,119081.0,337.0,61.0,573.0,119081.0,22.0, ,
2023-02-04,,1513,中興電,17424,17270,5907.0,5058.0,1722.0,1811.0,65.0,119081.0,337.0,61.0,573.0,119081.0,22.0, ,
2023-02-06,,1513,中興電,17270,17103,5058.0,4538.0,988.0,1151.0,4.0,119081.0,71.0,261.0,710.0,119081.0,7.0, ,
2023-02-07,,1513,中興電,17103,17699,4538.0,4371.0,1438.0,842.0,,119081.0,113.0,139.0,193.0,119081.0,10.0, ,
2023-02-08,,1513,中興電,17699,17296,4371.0,4185.0,1959.0,2361.0,1.0,119081.0,46.0,109.0,249.0,119081.0,6.0, ,
2023-02-09,,1513,中興電,17296,17144,4185.0,4939.0,4495.0,4644.0,3.0,119081.0,161.0,964.0,49.0,119081.0,48.0, ,
2023-02-10,,1513,中興電,17144,16133,4939.0,4870.0,2384.0,3395.0,,119081.0,139.0,184.0,114.0,119081.0,29.0, ,
2023-02-11,,1513,中興電,17144,16133,4939.0,4870.0,2384.0,3395.0,,119081.0,139.0,184.0,114.0,119081.0,29.0, ,
2023-02-13,,1513,中興電,16133,16079,4870.0,4863.0,1573.0,1627.0,,119081.0,66.0,205.0,146.0,119081.0,17.0, ,
2023-02-14,,1513,中興電,16079,17373,4863.0,5055.0,2833.0,1539.0,,119914.0,66.0,508.0,250.0,119914.0,16.0, ,
2023-02-15,,1513,中興電,17373,17750,5055.0,5445.0,5510.0,5133.0,,119914.0,135.0,551.0,26.0,119914.0,205.0, ,
2023-02-16,,1513,中興電,17744,16598,5445.0,5374.0,2672.0,3818.0,,119914.0,89.0,218.0,200.0,119914.0,30.0, ,
2023-02-17,,1513,中興電,16605,17008,5374.0,5579.0,3435.0,3026.0,6.0,119914.0,122.0,549.0,222.0,119914.0,81.0, ,
2023-02-18,,1513,中興電,16605,17008,5374.0,5579.0,3435.0,3026.0,6.0,119914.0,122.0,549.0,222.0,119914.0,81.0, ,
2023-02-20,,1513,中興電,17008,16790,5579.0,5722.0,3425.0,3643.0,,119914.0,160.0,458.0,155.0,119914.0,61.0, ,
2023-02-21,,1513,中興電,16790,17931,5722.0,5764.0,3634.0,2493.0,,119914.0,212.0,587.0,333.0,119914.0,103.0, ,
2023-02-22,,1513,中興電,17931,18226,5764.0,5506.0,2997.0,2702.0,,119914.0,385.0,222.0,95.0,119914.0,63.0, ,
2023-02-23,,1513,中興電,18226,17887,5506.0,5322.0,2273.0,2603.0,9.0,119914.0,108.0,255.0,331.0,119914.0,30.0, ,
2023-02-24,,1513,中興電,17887,17337,5322.0,5003.0,1690.0,2236.0,4.0,119914.0,194.0,157.0,282.0,119914.0,26.0, ,
2023-02-25,,1513,中興電,17887,17337,5322.0,5003.0,1690.0,2236.0,4.0,119914.0,194.0,157.0,282.0,119914.0,26.0, ,
2023-02-27,,1513,中興電,17887,17337,5322.0,5003.0,1690.0,2236.0,4.0,119914.0,194.0,157.0,282.0,119914.0,26.0, ,
2023-02-28,,1513,中興電,17887,17337,5322.0,5003.0,1690.0,2236.0,4.0,119914.0,194.0,157.0,282.0,119914.0,26.0, ,
2023-03-01,,1513,中興電,17337,15906,5003.0,5195.0,866.0,2295.0,2.0,119914.0,125.0,434.0,117.0,119914.0,13.0, ,
2023-03-02,,1513,中興電,15906,16683,5195.0,5272.0,1771.0,992.0,2.0,119914.0,117.0,285.0,91.0,119914.0,25.0, ,
2023-03-03,,1513,中興電,16683,16323,5272.0,5252.0,1211.0,1560.0,11.0,119914.0,169.0,215.0,66.0,119914.0,24.0, ,
2023-03-04,,1513,中興電,16683,16323,5272.0,5252.0,1211.0,1560.0,11.0,119914.0,169.0,215.0,66.0,119914.0,24.0, ,
2023-03-06,,1513,中興電,16323,16742,5252.0,5370.0,1674.0,1254.0,1.0,119914.0,90.0,425.0,217.0,119914.0,8.0, ,
2023-03-07,,1513,中興電,16742,17734,5370.0,5652.0,3585.0,2591.0,2.0,119914.0,233.0,644.0,129.0,119914.0,63.0, ,
2023-03-08,,1513,中興電,17734,16679,5652.0,5631.0,2761.0,3815.0,1.0,119914.0,104.0,308.0,225.0,119914.0,15.0, ,
2023-03-09,,1513,中興電,16679,18225,5631.0,5634.0,3900.0,2353.0,1.0,119914.0,424.0,477.0,50.0,119914.0,191.0, ,
2023-03-10,,1513,中興電,18225,16886,5634.0,5272.0,2199.0,3538.0,,119914.0,593.0,416.0,185.0,119914.0,13.0, ,
2023-03-11,,1513,中興電,18225,16886,5634.0,5272.0,2199.0,3538.0,,119914.0,593.0,416.0,185.0,119914.0,13.0, ,
2023-03-13,,1513,中興電,16886,15955,5272.0,4283.0,1190.0,2120.0,1.0,119914.0,719.0,227.0,497.0,119914.0,15.0, ,
2023-03-14,,1513,中興電,15955,16437,4283.0,3509.0,1431.0,948.0,1.0,122645.0,672.0,39.0,141.0,122645.0,37.0, ,
2023-03-15,,1513,中興電,16437,16381,3509.0,2795.0,1095.0,1147.0,4.0,122645.0,372.0,52.0,394.0,122645.0,5.0, ,
2023-03-16,,1513,中興電,16381,15991,2795.0,1597.0,1765.0,2154.0,1.0,122645.0,1103.0,146.0,241.0,122645.0,28.0,X ,
2023-03-17,,1513,中興電,15991,16131,1597.0,9.0,1114.0,968.0,6.0,122645.0,1501.0,,87.0,122645.0,,X ,
2023-03-18,,1513,中興電,15991,16131,1597.0,9.0,1114.0,968.0,6.0,122645.0,1501.0,,87.0,122645.0,,X ,
2023-03-20,,1513,中興電,16131,16036,9.0,,2750.0,2845.0,,122645.0,,,9.0,122645.0,,X ,
2023-03-21,,1513,中興電,16036,14962,,,2188.0,3262.0,,122645.0,,,,122645.0,,X ,
2023-03-22,,1513,中興電,14962,16647,,,3270.0,1585.0,,122645.0,,,,122645.0,, ,
2023-03-23,,1513,中興電,16647,17433,,266.0,1659.0,873.0,,122645.0,,266.0,,122645.0,217.0, ,
2023-03-24,,1513,中興電,17433,17228,266.0,405.0,852.0,1056.0,1.0,122645.0,46.0,185.0,,122645.0,290.0, ,
2023-03-25,,1513,中興電,17433,17228,266.0,405.0,852.0,1056.0,1.0,122645.0,46.0,185.0,,122645.0,290.0, ,
2023-03-27,,1513,中興電,17228,17211,405.0,599.0,1073.0,1080.0,10.0,122645.0,95.0,289.0,,122645.0,4.0, ,
2023-03-28,,1513,中興電,17211,16925,599.0,844.0,555.0,836.0,5.0,122645.0,78.0,323.0,,122645.0,29.0, ,
2023-03-29,,1513,中興電,16925,16640,844.0,934.0,402.0,684.0,3.0,122645.0,57.0,147.0,,122645.0,10.0, ,
2023-03-30,,1513,中興電,16640,16474,934.0,1037.0,465.0,627.0,4.0,122645.0,89.0,192.0,,122645.0,1.0, ,
2023-03-31,,1513,中興電,16474,16540,1037.0,910.0,891.0,805.0,20.0,122645.0,219.0,92.0,,122645.0,1.0, ,
2023-04-01,,1513,中興電,16474,16540,1037.0,910.0,891.0,805.0,20.0,122645.0,219.0,92.0,,122645.0,1.0, ,
2023-04-03,,1513,中興電,16474,16540,1037.0,910.0,891.0,805.0,20.0,122645.0,219.0,92.0,,122645.0,1.0, ,
2023-04-04,,1513,中興電,16474,16540,1037.0,910.0,891.0,805.0,20.0,122645.0,219.0,92.0,,122645.0,1.0, ,
2023-04-05,,1513,中興電,16474,16540,1037.0,910.0,891.0,805.0,20.0,122645.0,219.0,92.0,,122645.0,1.0, ,
2023-04-06,,1513,中興電,16540,16129,910.0,1136.0,320.0,731.0,,122645.0,59.0,285.0,,122645.0,, ,
2023-04-07,,1513,中興電,16129,16844,1136.0,1407.0,2616.0,1891.0,10.0,122645.0,126.0,397.0,,122645.0,20.0, ,
2023-04-08,,1513,中興電,16129,16844,1136.0,1407.0,2616.0,1891.0,10.0,122645.0,126.0,397.0,,122645.0,20.0, ,
2023-04-10,,1513,中興電,16844,16971,1407.0,2785.0,4559.0,4432.0,,122645.0,94.0,1472.0,,122645.0,32.0, ,
2023-04-11,,1513,中興電,16971,14312,2785.0,3823.0,4103.0,6759.0,3.0,122645.0,305.0,1343.0,,122645.0,124.0, ,
2023-04-12,,1513,中興電,14312,12931,3823.0,4625.0,2939.0,4320.0,,122645.0,231.0,1033.0,,122645.0,108.0, ,
2023-04-13,,1513,中興電,12931,15093,4625.0,3822.0,5667.0,3503.0,2.0,122645.0,939.0,137.0,1.0,122645.0,54.0, ,
2023-04-14,,1513,中興電,15093,17398,3822.0,3565.0,4247.0,1915.0,27.0,123711.0,329.0,72.0,,123711.0,28.0, ,
2023-04-15,,1513,中興電,15093,17398,3822.0,3565.0,4247.0,1915.0,27.0,123711.0,329.0,72.0,,123711.0,28.0, ,
2023-04-17,,1513,中興電,17398,16378,3565.0,3861.0,2242.0,3262.0,,123711.0,124.0,422.0,2.0,123711.0,21.0, ,
2023-04-18,,1513,中興電,16378,15744,3861.0,3999.0,1521.0,2138.0,17.0,123711.0,99.0,237.0,,123711.0,30.0, ,
