,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,617.0,2882,國泰金,20191,19563,9993.0,12021.0,,,,,,,,,,,False
2022-12-12,,2882,國泰金,19386,19724,12609.0,12903.0,474.0,136.0,,3292302.0,3.0,297.0,,3292302.0,6.0, ,False
2022-12-13,,2882,國泰金,19555,19711,13003.0,13295.0,263.0,107.0,,3292302.0,7.0,299.0,,3292302.0,, ,False
2022-12-14,,2882,國泰金,19711,20066,13295.0,13517.0,475.0,94.0,26.0,3292302.0,10.0,234.0,2.0,3292302.0,, ,False
2022-12-15,,2882,國泰金,20066,20429,13517.0,13798.0,724.0,355.0,6.0,3292302.0,177.0,458.0,,3292302.0,, ,False
2022-12-18,,2882,國泰金,20429,20470,13798.0,14439.0,355.0,314.0,,3292302.0,31.0,672.0,,3292302.0,, ,False
2022-12-19,,2882,國泰金,20470,20626,14439.0,14731.0,324.0,168.0,,3292302.0,16.0,308.0,,3292302.0,1.0, ,False
2022-12-20,,2882,國泰金,20626,20343,14731.0,14593.0,186.0,468.0,1.0,3292302.0,323.0,185.0,,3292302.0,, ,False
2022-12-21,,2882,國泰金,20343,20341,14593.0,14740.0,232.0,231.0,3.0,3292302.0,41.0,188.0,,3292302.0,, ,False
2022-12-23,,2882,國泰金,20214,19059,14393.0,12357.0,403.0,1558.0,,3292302.0,2589.0,553.0,,3292302.0,3.0, ,False
2022-12-26,,2882,國泰金,19059,19317,12357.0,12421.0,609.0,347.0,4.0,3292302.0,65.0,129.0,,3292302.0,, ,False
2022-12-27,,2882,國泰金,19317,19257,12421.0,12766.0,159.0,219.0,,3292302.0,63.0,408.0,,3292302.0,, ,False
2022-12-28,,2882,國泰金,19257,19154,12766.0,13247.0,310.0,413.0,,3292302.0,21.0,502.0,,3292302.0,, ,False
2022-12-29,,2882,國泰金,19154,19139,13247.0,14177.0,206.0,218.0,3.0,3667302.0,17.0,947.0,,3667302.0,1.0, ,False
2022-12-30,,2882,國泰金,19139,19573,14177.0,11059.0,510.0,76.0,,3667302.0,2607.0,1.0,512.0,3667302.0,, ,False
2023-01-03,,2882,國泰金,19573,19910,11059.0,10933.0,508.0,91.0,80.0,3667302.0,146.0,62.0,42.0,3667302.0,1.0, ,
2023-01-04,,2882,國泰金,19910,20281,10933.0,4516.0,648.0,252.0,25.0,3667302.0,17.0,10.0,6410.0,3667302.0,, ,
2023-01-05,,2882,國泰金,20281,20464,4516.0,2865.0,475.0,262.0,30.0,3667302.0,3.0,1.0,1649.0,3667302.0,, ,
2023-01-06,,2882,國泰金,20464,20103,2865.0,2746.0,212.0,568.0,5.0,3667302.0,23.0,21.0,117.0,3667302.0,50.0, ,
2023-01-10,,2882,國泰金,19561,19498,2824.0,2536.0,381.0,431.0,13.0,3667302.0,31.0,14.0,271.0,3667302.0,1.0, ,
2023-01-11,,2882,國泰金,19498,19271,2536.0,2021.0,220.0,435.0,12.0,3667302.0,16.0,2.0,501.0,3667302.0,, ,
2023-01-12,,2882,國泰金,19271,19135,2021.0,2051.0,179.0,298.0,17.0,3667302.0,2.0,36.0,4.0,3667302.0,, ,
2023-01-14,,2882,國泰金,19135,19034,2051.0,2103.0,402.0,475.0,28.0,3667302.0,4.0,56.0,,3667302.0,1.0, ,
2023-01-16,,2882,國泰金,19034,18603,2103.0,2071.0,202.0,465.0,168.0,3667302.0,28.0,1.0,5.0,3667302.0,, ,
2023-01-18,,2882,國泰金,18603,18430,2071.0,2039.0,378.0,531.0,20.0,3667302.0,33.0,5.0,4.0,3667302.0,, ,
2023-02-01,,2882,國泰金,17126,17025,2146.0,2136.0,283.0,379.0,5.0,3667302.0,5.0,11.0,16.0,3667302.0,, ,
2023-02-02,,2882,國泰金,17126,17025,2146.0,2136.0,283.0,379.0,5.0,3667302.0,5.0,11.0,16.0,3667302.0,, ,
2023-02-03,,2882,國泰金,17364,17360,2203.0,2161.0,682.0,686.0,,3667302.0,49.0,7.0,,3667302.0,10.0, ,
2023-02-04,,2882,國泰金,17364,17360,2203.0,2161.0,682.0,686.0,,3667302.0,49.0,7.0,,3667302.0,10.0, ,
2023-02-06,,2882,國泰金,17360,17314,2161.0,2127.0,398.0,414.0,30.0,3667302.0,44.0,14.0,4.0,3667302.0,, ,
2023-02-07,,2882,國泰金,17314,17063,2127.0,2135.0,110.0,328.0,33.0,3667302.0,5.0,13.0,,3667302.0,, ,
2023-02-08,,2882,國泰金,17063,16998,2135.0,1557.0,162.0,208.0,19.0,3667302.0,6.0,16.0,588.0,3667302.0,, ,
2023-02-09,,2882,國泰金,16998,16988,1557.0,1542.0,114.0,120.0,4.0,3667302.0,21.0,6.0,,3667302.0,1.0, ,
2023-02-10,,2882,國泰金,16988,16984,1542.0,1592.0,97.0,100.0,1.0,3667302.0,,58.0,8.0,3667302.0,, ,
2023-02-11,,2882,國泰金,16988,16984,1542.0,1592.0,97.0,100.0,1.0,3667302.0,,58.0,8.0,3667302.0,, ,
2023-02-13,,2882,國泰金,16984,17128,1592.0,1529.0,340.0,193.0,3.0,3667302.0,89.0,26.0,,3667302.0,, ,
2023-02-14,,2882,國泰金,17128,17056,1529.0,1555.0,359.0,403.0,28.0,3667302.0,6.0,34.0,2.0,3667302.0,28.0, ,
2023-02-15,,2882,國泰金,17056,17563,1555.0,1532.0,662.0,155.0,,3667302.0,34.0,11.0,,3667302.0,, ,
2023-02-16,,2882,國泰金,17551,17682,1532.0,1512.0,407.0,273.0,3.0,3667302.0,21.0,1.0,,3667302.0,, ,
2023-02-17,,2882,國泰金,17694,16887,1512.0,1560.0,529.0,1334.0,2.0,3667302.0,5.0,53.0,,3667302.0,2.0, ,
2023-02-18,,2882,國泰金,17694,16887,1512.0,1560.0,529.0,1334.0,2.0,3667302.0,5.0,53.0,,3667302.0,2.0, ,
2023-02-20,,2882,國泰金,16887,16641,1560.0,1583.0,234.0,480.0,,3667302.0,5.0,28.0,,3667302.0,, ,
