,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,408.0,2317,鴻海,46670,46779,524.0,533.0,,,,,,,,,,,False
2022-12-12,,2317,鴻海,46507,46912,515.0,512.0,1161.0,698.0,58.0,3465747.0,4.0,1.0,,3465747.0,1.0, ,False
2022-12-13,,2317,鴻海,46808,47158,492.0,462.0,799.0,385.0,64.0,3465747.0,30.0,,,3465747.0,1.0, ,False
2022-12-14,,2317,鴻海,47158,45733,462.0,488.0,294.0,1662.0,57.0,3465747.0,2.0,28.0,,3465747.0,5.0, ,False
2022-12-15,,2317,鴻海,45733,45935,488.0,382.0,521.0,273.0,46.0,3465747.0,106.0,,,3465747.0,1.0, ,False
2022-12-18,,2317,鴻海,45935,46777,382.0,395.0,1887.0,1031.0,14.0,3465747.0,15.0,28.0,,3465747.0,1.0, ,False
2022-12-19,,2317,鴻海,46777,46401,395.0,452.0,286.0,651.0,11.0,3465747.0,3.0,60.0,,3465747.0,1.0, ,False
2022-12-20,,2317,鴻海,46401,46274,452.0,463.0,662.0,768.0,21.0,3465747.0,27.0,38.0,,3465747.0,, ,False
2022-12-21,,2317,鴻海,46274,46423,463.0,458.0,422.0,257.0,16.0,3465747.0,15.0,10.0,,3465747.0,, ,False
2022-12-23,,2317,鴻海,45908,45601,456.0,492.0,317.0,573.0,51.0,3465747.0,2.0,38.0,,3465747.0,2.0, ,False
2022-12-26,,2317,鴻海,45601,45547,492.0,489.0,182.0,206.0,30.0,3465747.0,7.0,4.0,,3465747.0,, ,False
2022-12-27,,2317,鴻海,45547,45529,489.0,489.0,235.0,243.0,10.0,3465747.0,2.0,2.0,,3465747.0,1.0, ,False
2022-12-28,,2317,鴻海,45529,45260,489.0,483.0,309.0,526.0,52.0,3465747.0,14.0,8.0,,3465747.0,, ,False
2022-12-29,,2317,鴻海,45260,45173,483.0,522.0,854.0,854.0,87.0,3465747.0,17.0,56.0,,3465747.0,9.0, ,False
2022-12-30,,2317,鴻海,45173,44980,522.0,543.0,366.0,507.0,52.0,3465747.0,2.0,23.0,,3465747.0,, ,False
2023-01-03,,2317,鴻海,44980,44207,543.0,786.0,791.0,1516.0,48.0,3465747.0,36.0,279.0,,3465747.0,11.0, ,
2023-01-04,,2317,鴻海,44207,44728,786.0,850.0,970.0,347.0,102.0,3465747.0,32.0,96.0,,3465747.0,5.0, ,
2023-01-05,,2317,鴻海,44728,44356,850.0,880.0,618.0,917.0,73.0,3465747.0,39.0,69.0,,3465747.0,1.0, ,
2023-01-06,,2317,鴻海,44356,44406,880.0,873.0,670.0,528.0,92.0,3465747.0,65.0,58.0,,3465747.0,2.0, ,
2023-01-10,,2317,鴻海,44497,44198,779.0,674.0,205.0,471.0,33.0,3465747.0,140.0,35.0,,3465747.0,1.0, ,
2023-01-11,,2317,鴻海,44198,44120,674.0,635.0,307.0,248.0,137.0,3465747.0,46.0,7.0,,3465747.0,, ,
2023-01-12,,2317,鴻海,44120,43881,635.0,629.0,341.0,460.0,120.0,3465747.0,10.0,4.0,,3465747.0,3.0, ,
2023-01-14,,2317,鴻海,43881,43256,629.0,520.0,278.0,855.0,48.0,3465747.0,99.0,10.0,20.0,3465747.0,, ,
2023-01-16,,2317,鴻海,43256,43303,520.0,494.0,602.0,454.0,101.0,3465747.0,37.0,16.0,5.0,3465747.0,2.0, ,
2023-01-18,,2317,鴻海,43303,42707,494.0,454.0,399.0,824.0,171.0,3465747.0,45.0,5.0,,3465747.0,, ,
