,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,412.0,2327,國巨,5245,5284,961.0,923.0,,,,,,,,,,,False
2022-12-12,,2327,國巨,4997,5062,899.0,889.0,227.0,162.0,,105315.0,21.0,13.0,2.0,105315.0,5.0, ,False
2022-12-13,,2327,國巨,5111,5155,918.0,909.0,235.0,191.0,,105315.0,52.0,44.0,1.0,105315.0,3.0, ,False
2022-12-14,,2327,國巨,5154,5024,909.0,943.0,92.0,217.0,5.0,105315.0,6.0,40.0,,105315.0,2.0, ,False
2022-12-15,,2327,國巨,5023,4999,943.0,997.0,240.0,264.0,,105315.0,6.0,61.0,1.0,105315.0,6.0, ,False
2022-12-18,,2327,國巨,4999,5091,997.0,950.0,243.0,150.0,1.0,105315.0,62.0,15.0,,105315.0,2.0, ,False
2022-12-19,,2327,國巨,5089,5143,950.0,956.0,139.0,84.0,1.0,105315.0,32.0,38.0,,105315.0,, ,False
2022-12-20,,2327,國巨,5141,4906,956.0,972.0,213.0,448.0,,105315.0,78.0,94.0,,105315.0,, ,False
2022-12-21,,2327,國巨,4904,4996,972.0,980.0,161.0,64.0,5.0,105315.0,20.0,28.0,,105315.0,, ,False
2022-12-23,,2327,國巨,4977,5054,1024.0,1018.0,96.0,17.0,2.0,105315.0,31.0,26.0,1.0,105315.0,, ,False
2022-12-26,,2327,國巨,5053,4969,1018.0,1038.0,27.0,111.0,,105315.0,2.0,22.0,,105315.0,1.0, ,False
2022-12-27,,2327,國巨,4968,4988,1038.0,1044.0,107.0,87.0,,105315.0,18.0,26.0,2.0,105315.0,, ,False
2022-12-28,,2327,國巨,4988,4923,1044.0,1064.0,35.0,89.0,11.0,105315.0,12.0,32.0,,105315.0,1.0, ,False
2022-12-29,,2327,國巨,4922,4946,1064.0,1020.0,41.0,17.0,,105315.0,62.0,18.0,,105315.0,, ,False
2022-12-30,,2327,國巨,4945,5005,1020.0,1014.0,107.0,41.0,6.0,105315.0,30.0,29.0,5.0,105315.0,1.0, ,False
2023-01-03,,2327,國巨,5005,4987,1014.0,1036.0,86.0,104.0,,105315.0,31.0,53.0,,105315.0,2.0, ,
2023-01-04,,2327,國巨,4987,4961,1036.0,1031.0,37.0,56.0,7.0,105315.0,24.0,19.0,,105315.0,2.0, ,
2023-01-05,,2327,國巨,4960,4811,1031.0,1089.0,202.0,348.0,3.0,105315.0,46.0,104.0,,105315.0,3.0, ,
2023-01-06,,2327,國巨,4808,4593,1089.0,1153.0,267.0,480.0,2.0,105315.0,25.0,90.0,1.0,105315.0,1.0, ,
2023-01-10,,2327,國巨,4294,4100,1123.0,1222.0,144.0,330.0,8.0,105315.0,21.0,120.0,,105315.0,2.0, ,
2023-01-11,,2327,國巨,4097,4087,1222.0,1201.0,190.0,196.0,4.0,105315.0,35.0,14.0,,105315.0,1.0, ,
2023-01-12,,2327,國巨,4084,4069,1201.0,1140.0,141.0,151.0,5.0,105315.0,41.0,8.0,28.0,105315.0,1.0, ,
2023-01-14,,2327,國巨,4067,4017,1140.0,1105.0,156.0,196.0,10.0,105363.0,31.0,7.0,11.0,105363.0,4.0, ,
2023-01-16,,2327,國巨,4014,4054,1105.0,1080.0,97.0,49.0,8.0,105363.0,26.0,3.0,2.0,105363.0,, ,
2023-01-18,,2327,國巨,4051,4032,1080.0,1079.0,110.0,127.0,2.0,105363.0,12.0,11.0,,105363.0,1.0, ,
2023-02-01,,2327,國巨,3921,3863,1122.0,1123.0,151.0,184.0,25.0,105363.0,11.0,12.0,,105363.0,1.0, ,
2023-02-02,,2327,國巨,3921,3863,1122.0,1123.0,151.0,184.0,25.0,105363.0,11.0,12.0,,105363.0,1.0, ,
2023-02-03,,2327,國巨,4013,4007,1089.0,1090.0,151.0,145.0,12.0,105363.0,7.0,8.0,,105363.0,, ,
2023-02-04,,2327,國巨,4013,4007,1089.0,1090.0,151.0,145.0,12.0,105363.0,7.0,8.0,,105363.0,, ,
2023-02-06,,2327,國巨,4005,3949,1090.0,1087.0,79.0,132.0,3.0,105363.0,15.0,23.0,11.0,105363.0,, ,
2023-02-07,,2327,國巨,3949,4014,1087.0,1053.0,114.0,47.0,2.0,105363.0,22.0,6.0,18.0,105363.0,, ,
2023-02-08,,2327,國巨,4012,4091,1053.0,1082.0,190.0,108.0,3.0,105363.0,14.0,43.0,,105363.0,, ,
2023-02-09,,2327,國巨,4090,4255,1082.0,1015.0,482.0,315.0,2.0,105363.0,120.0,53.0,,105363.0,, ,
2023-02-10,,2327,國巨,4254,4261,1015.0,1064.0,155.0,144.0,4.0,105363.0,7.0,67.0,11.0,105363.0,1.0, ,
2023-02-11,,2327,國巨,4254,4261,1015.0,1064.0,155.0,144.0,4.0,105363.0,7.0,67.0,11.0,105363.0,1.0, ,
2023-02-13,,2327,國巨,4260,4278,1064.0,1061.0,101.0,79.0,4.0,105363.0,6.0,4.0,1.0,105363.0,, ,
2023-02-14,,2327,國巨,4277,4553,1061.0,1041.0,734.0,456.0,2.0,105364.0,69.0,50.0,1.0,105364.0,, ,
2023-02-15,,2327,國巨,4551,4689,1041.0,1051.0,439.0,299.0,2.0,105364.0,8.0,18.0,,105364.0,, ,
2023-02-16,,2327,國巨,4686,4631,1051.0,1112.0,553.0,584.0,24.0,105364.0,59.0,121.0,1.0,105364.0,4.0, ,
2023-02-17,,2327,國巨,4631,4705,1112.0,1092.0,290.0,215.0,1.0,105364.0,23.0,5.0,2.0,105364.0,4.0, ,
2023-02-18,,2327,國巨,4631,4705,1112.0,1092.0,290.0,215.0,1.0,105364.0,23.0,5.0,2.0,105364.0,4.0, ,
2023-02-20,,2327,國巨,4704,4641,1092.0,1067.0,217.0,266.0,14.0,105364.0,21.0,6.0,10.0,105364.0,, ,
2023-02-21,,2327,國巨,4640,4575,1067.0,1038.0,187.0,245.0,7.0,105364.0,33.0,4.0,,105364.0,1.0, ,
2023-02-22,,2327,國巨,4575,4760,1038.0,971.0,335.0,149.0,1.0,105364.0,63.0,28.0,32.0,105364.0,, ,
2023-02-23,,2327,國巨,4759,4919,971.0,972.0,299.0,139.0,,105364.0,8.0,9.0,,105364.0,, ,
2023-02-24,,2327,國巨,4919,4963,972.0,884.0,177.0,108.0,25.0,105364.0,59.0,2.0,31.0,105364.0,1.0, ,
2023-02-25,,2327,國巨,4919,4963,972.0,884.0,177.0,108.0,25.0,105364.0,59.0,2.0,31.0,105364.0,1.0, ,
2023-02-27,,2327,國巨,4919,4963,972.0,884.0,177.0,108.0,25.0,105364.0,59.0,2.0,31.0,105364.0,1.0, ,
2023-02-28,,2327,國巨,4919,4963,972.0,884.0,177.0,108.0,25.0,105364.0,59.0,2.0,31.0,105364.0,1.0, ,
2023-03-01,,2327,國巨,4962,4748,884.0,870.0,160.0,358.0,16.0,105364.0,21.0,11.0,4.0,105364.0,1.0, ,
2023-03-02,,2327,國巨,4748,4908,870.0,892.0,227.0,64.0,3.0,105364.0,25.0,47.0,,105364.0,, ,
2023-03-03,,2327,國巨,4907,4939,892.0,879.0,402.0,370.0,,105364.0,6.0,13.0,20.0,105364.0,, ,
2023-03-04,,2327,國巨,4907,4939,892.0,879.0,402.0,370.0,,105364.0,6.0,13.0,20.0,105364.0,, ,
2023-03-06,,2327,國巨,4938,5123,879.0,883.0,626.0,436.0,5.0,105364.0,28.0,32.0,,105364.0,, ,
2023-03-07,,2327,國巨,5122,4956,883.0,893.0,167.0,330.0,3.0,105364.0,3.0,13.0,,105364.0,, ,
2023-03-08,,2327,國巨,4956,4929,893.0,878.0,159.0,178.0,8.0,105364.0,18.0,3.0,,105364.0,2.0, ,
2023-03-09,,2327,國巨,4927,4978,878.0,838.0,356.0,305.0,,105364.0,43.0,4.0,1.0,105364.0,1.0, ,
2023-03-10,,2327,國巨,4977,5005,838.0,801.0,420.0,390.0,2.0,105364.0,54.0,17.0,,105364.0,3.0, ,
2023-03-11,,2327,國巨,4977,5005,838.0,801.0,420.0,390.0,2.0,105364.0,54.0,17.0,,105364.0,3.0, ,
2023-03-13,,2327,國巨,5004,4922,801.0,810.0,146.0,223.0,5.0,105364.0,25.0,34.0,,105364.0,6.0, ,
2023-03-14,,2327,國巨,4922,5205,810.0,793.0,373.0,89.0,1.0,105462.0,62.0,46.0,1.0,105462.0,, ,
2023-03-15,,2327,國巨,5205,5407,793.0,794.0,492.0,288.0,2.0,105462.0,64.0,65.0,,105462.0,5.0, ,
2023-03-16,,2327,國巨,5407,5417,794.0,790.0,185.0,173.0,2.0,105462.0,45.0,41.0,,105462.0,7.0, ,
2023-03-17,,2327,國巨,5416,5517,790.0,745.0,233.0,126.0,6.0,105462.0,60.0,15.0,,105462.0,4.0, ,
2023-03-18,,2327,國巨,5416,5517,790.0,745.0,233.0,126.0,6.0,105462.0,60.0,15.0,,105462.0,4.0, ,
2023-03-20,,2327,國巨,5516,5474,745.0,681.0,88.0,130.0,,105462.0,43.0,18.0,39.0,105462.0,, ,
2023-03-21,,2327,國巨,5474,5353,681.0,631.0,75.0,195.0,1.0,105462.0,55.0,5.0,,105462.0,, ,
2023-03-22,,2327,國巨,5353,5427,631.0,621.0,146.0,71.0,1.0,105462.0,13.0,3.0,,105462.0,, ,
2023-03-23,,2327,國巨,5427,5305,621.0,554.0,200.0,322.0,,105462.0,91.0,24.0,,105462.0,, ,
2023-03-24,,2327,國巨,5305,5264,554.0,484.0,256.0,295.0,2.0,105462.0,68.0,15.0,17.0,105462.0,5.0, ,
2023-03-25,,2327,國巨,5305,5264,554.0,484.0,256.0,295.0,2.0,105462.0,68.0,15.0,17.0,105462.0,5.0, ,
2023-03-27,,2327,國巨,5264,5007,484.0,419.0,70.0,325.0,2.0,105462.0,77.0,21.0,9.0,105462.0,1.0,X ,
2023-03-28,,2327,國巨,5007,4741,419.0,23.0,41.0,302.0,5.0,105462.0,391.0,,5.0,105462.0,,X ,
2023-03-29,,2327,國巨,4739,4669,23.0,,131.0,197.0,4.0,105462.0,5.0,,18.0,105462.0,,X ,
2023-03-30,,2327,國巨,4669,4662,,,51.0,58.0,,105462.0,,,,105462.0,,X ,
2023-03-31,,2327,國巨,4662,4607,,,111.0,166.0,,105462.0,,,,105462.0,, ,
2023-04-01,,2327,國巨,4662,4607,,,111.0,166.0,,105462.0,,,,105462.0,, ,
2023-04-03,,2327,國巨,4662,4607,,,111.0,166.0,,105462.0,,,,105462.0,, ,
2023-04-04,,2327,國巨,4662,4607,,,111.0,166.0,,105462.0,,,,105462.0,, ,
2023-04-05,,2327,國巨,4662,4607,,,111.0,166.0,,105462.0,,,,105462.0,, ,
2023-04-06,,2327,國巨,4606,4687,,28.0,127.0,45.0,1.0,105462.0,,28.0,,105462.0,7.0, ,
2023-04-07,,2327,國巨,4686,4610,28.0,48.0,79.0,152.0,3.0,105462.0,2.0,22.0,,105462.0,8.0, ,
2023-04-08,,2327,國巨,4686,4610,28.0,48.0,79.0,152.0,3.0,105462.0,2.0,22.0,,105462.0,8.0, ,
2023-04-10,,2327,國巨,4610,4539,48.0,146.0,138.0,209.0,,105462.0,8.0,106.0,,105462.0,2.0, ,
