,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,859.0,5269,祥碩,1390,1456,85.0,81.0,,,,,,,,,,,False
2022-12-12,,5269,祥碩,1476,1481,90.0,103.0,56.0,51.0,,17341.0,4.0,17.0,,17341.0,, ,False
2022-12-13,,5269,祥碩,1470,1517,106.0,102.0,71.0,24.0,,17341.0,4.0,,,17341.0,1.0, ,False
2022-12-14,,5269,祥碩,1517,1497,102.0,101.0,58.0,78.0,,17341.0,6.0,5.0,,17341.0,, ,False
2022-12-15,,5269,祥碩,1497,1527,101.0,101.0,88.0,56.0,2.0,17341.0,10.0,12.0,2.0,17341.0,, ,False
2022-12-18,,5269,祥碩,1527,1479,101.0,98.0,40.0,88.0,,17341.0,9.0,6.0,,17341.0,3.0, ,False
2022-12-19,,5269,祥碩,1479,1503,98.0,97.0,39.0,15.0,,17341.0,1.0,,,17341.0,, ,False
2022-12-20,,5269,祥碩,1503,1516,97.0,100.0,91.0,77.0,1.0,17341.0,12.0,15.0,,17341.0,, ,False
2022-12-21,,5269,祥碩,1516,1512,100.0,122.0,89.0,89.0,4.0,17341.0,7.0,29.0,,17341.0,, ,False
2022-12-23,,5269,祥碩,1446,1437,124.0,122.0,25.0,34.0,,17341.0,14.0,12.0,,17341.0,, ,False
2022-12-26,,5269,祥碩,1437,1446,122.0,124.0,26.0,15.0,2.0,17341.0,,2.0,,17341.0,1.0, ,False
2022-12-27,,5269,祥碩,1446,1451,124.0,117.0,34.0,29.0,,17341.0,9.0,2.0,,17341.0,, ,False
2022-12-28,,5269,祥碩,1451,1493,117.0,107.0,94.0,52.0,,17341.0,14.0,4.0,,17341.0,, ,False
2022-12-29,,5269,祥碩,1493,1502,107.0,83.0,38.0,29.0,,17341.0,24.0,,,17341.0,, ,False
2022-12-30,,5269,祥碩,1502,1517,83.0,80.0,26.0,11.0,,17341.0,12.0,9.0,,17341.0,, ,False
2023-01-03,,5269,祥碩,1517,1434,80.0,80.0,29.0,112.0,,17341.0,21.0,21.0,,17341.0,1.0, ,
2023-01-04,,5269,祥碩,1434,1293,80.0,98.0,85.0,226.0,,17341.0,4.0,22.0,,17341.0,, ,
2023-01-05,,5269,祥碩,1293,1254,98.0,98.0,64.0,103.0,,17341.0,2.0,2.0,,17341.0,, ,
2023-01-06,,5269,祥碩,1254,1204,98.0,99.0,67.0,117.0,,17341.0,11.0,12.0,,17341.0,1.0, ,
2023-01-10,,5269,祥碩,1122,1126,96.0,95.0,115.0,93.0,18.0,17341.0,7.0,6.0,,17341.0,, ,
2023-01-11,,5269,祥碩,1126,1124,95.0,97.0,68.0,68.0,2.0,17341.0,6.0,8.0,,17341.0,2.0, ,
2023-01-12,,5269,祥碩,1124,1129,97.0,97.0,131.0,126.0,,17341.0,2.0,2.0,,17341.0,, ,
2023-01-14,,5269,祥碩,1129,1077,97.0,102.0,52.0,103.0,1.0,17341.0,2.0,7.0,,17341.0,1.0, ,
2023-01-16,,5269,祥碩,1077,963,102.0,113.0,43.0,157.0,,17341.0,2.0,13.0,,17341.0,2.0, ,
2023-01-18,,5269,祥碩,963,966,113.0,106.0,35.0,32.0,,17341.0,7.0,,,17341.0,, ,
