,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,468.0,2408,南亞科,8799,9090,4224.0,4312.0,,,,,,,,,,,False
2022-12-12,,2408,南亞科,9216,9297,4239.0,4136.0,268.0,185.0,2.0,774501.0,160.0,57.0,,774501.0,1.0, ,False
2022-12-13,,2408,南亞科,9144,9580,4023.0,4013.0,633.0,197.0,,774501.0,54.0,44.0,,774501.0,2.0, ,False
2022-12-14,,2408,南亞科,9580,9242,4013.0,4007.0,268.0,597.0,9.0,774503.0,42.0,36.0,,774503.0,1.0, ,False
2022-12-15,,2408,南亞科,9242,9117,4007.0,4031.0,124.0,249.0,,774503.0,11.0,35.0,,774503.0,4.0, ,False
2022-12-18,,2408,南亞科,9117,9341,4031.0,4090.0,364.0,140.0,,774503.0,58.0,117.0,,774503.0,5.0, ,False
2022-12-19,,2408,南亞科,9341,9255,4090.0,4162.0,117.0,203.0,,774503.0,56.0,128.0,,774503.0,, ,False
2022-12-20,,2408,南亞科,9255,9159,4162.0,4687.0,290.0,379.0,7.0,774503.0,119.0,644.0,,774503.0,1.0, ,False
2022-12-21,,2408,南亞科,9159,9155,4687.0,5050.0,96.0,94.0,6.0,774503.0,118.0,487.0,6.0,774503.0,2.0, ,False
2022-12-23,,2408,南亞科,9186,9065,5213.0,5326.0,86.0,202.0,5.0,774503.0,120.0,233.0,,774503.0,1.0, ,False
2022-12-26,,2408,南亞科,9065,9075,5326.0,5321.0,39.0,29.0,,774503.0,34.0,39.0,10.0,774503.0,3.0, ,False
2022-12-27,,2408,南亞科,9075,9113,5321.0,5236.0,77.0,27.0,12.0,774503.0,114.0,29.0,,774503.0,, ,False
2022-12-28,,2408,南亞科,9113,9019,5236.0,5212.0,41.0,103.0,32.0,774503.0,97.0,73.0,,774503.0,, ,False
2022-12-29,,2408,南亞科,9019,8940,5212.0,5106.0,114.0,177.0,16.0,774503.0,203.0,97.0,,774503.0,, ,False
2022-12-30,,2408,南亞科,8940,8973,5106.0,5058.0,64.0,25.0,6.0,774503.0,76.0,28.0,,774503.0,, ,False
2023-01-03,,2408,南亞科,8973,9233,5058.0,4881.0,551.0,253.0,38.0,774503.0,268.0,91.0,,774503.0,3.0, ,
2023-01-04,,2408,南亞科,9233,9010,4881.0,4832.0,107.0,328.0,2.0,774503.0,159.0,111.0,1.0,774503.0,2.0, ,
2023-01-05,,2408,南亞科,9010,9069,4832.0,4765.0,496.0,428.0,9.0,774503.0,151.0,84.0,,774503.0,6.0, ,
2023-01-06,,2408,南亞科,9069,9028,4765.0,4621.0,141.0,150.0,32.0,774503.0,243.0,99.0,,774503.0,9.0, ,
2023-01-10,,2408,南亞科,8417,8471,4648.0,4860.0,472.0,387.0,31.0,774503.0,88.0,300.0,,774503.0,3.0, ,
2023-01-11,,2408,南亞科,8471,8347,4860.0,4673.0,256.0,369.0,11.0,774503.0,211.0,32.0,8.0,774503.0,, ,
2023-01-12,,2408,南亞科,8347,8220,4673.0,4696.0,93.0,204.0,16.0,774503.0,18.0,42.0,1.0,774503.0,1.0, ,
2023-01-14,,2408,南亞科,8220,7228,4696.0,4644.0,58.0,1029.0,21.0,774508.0,77.0,25.0,,774508.0,, ,
2023-01-16,,2408,南亞科,7228,6786,4644.0,4665.0,61.0,447.0,56.0,774508.0,27.0,48.0,,774508.0,, ,
2023-01-18,,2408,南亞科,6786,6507,4665.0,4649.0,21.0,290.0,10.0,774508.0,16.0,,,774508.0,2.0, ,
2023-02-01,,2408,南亞科,5849,5696,4493.0,4371.0,131.0,164.0,120.0,774508.0,2.0,24.0,144.0,774508.0,, ,
2023-02-02,,2408,南亞科,5849,5696,4493.0,4371.0,131.0,164.0,120.0,774508.0,2.0,24.0,144.0,774508.0,, ,
2023-02-03,,2408,南亞科,5496,5440,4356.0,4236.0,116.0,171.0,1.0,774508.0,83.0,23.0,60.0,774508.0,5.0, ,
2023-02-04,,2408,南亞科,5496,5440,4356.0,4236.0,116.0,171.0,1.0,774508.0,83.0,23.0,60.0,774508.0,5.0, ,
2023-02-06,,2408,南亞科,5440,5522,4236.0,4216.0,259.0,172.0,5.0,774508.0,25.0,5.0,,774508.0,, ,
2023-02-07,,2408,南亞科,5522,5471,4216.0,4225.0,44.0,95.0,,774508.0,7.0,16.0,,774508.0,, ,
2023-02-08,,2408,南亞科,5471,5541,4225.0,4169.0,137.0,67.0,,774508.0,39.0,23.0,40.0,774508.0,, ,
2023-02-09,,2408,南亞科,5541,5388,4169.0,4163.0,127.0,280.0,,774508.0,30.0,24.0,,774508.0,, ,
2023-02-10,,2408,南亞科,5388,5248,4163.0,4181.0,41.0,179.0,2.0,774508.0,1.0,20.0,1.0,774508.0,, ,
2023-02-11,,2408,南亞科,5388,5248,4163.0,4181.0,41.0,179.0,2.0,774508.0,1.0,20.0,1.0,774508.0,, ,
2023-02-13,,2408,南亞科,5248,5273,4181.0,4184.0,87.0,61.0,1.0,774508.0,5.0,8.0,,774508.0,4.0, ,
2023-02-14,,2408,南亞科,5273,5265,4184.0,4101.0,97.0,100.0,5.0,774510.0,3.0,19.0,99.0,774510.0,, ,
2023-02-15,,2408,南亞科,5265,5349,4101.0,4100.0,146.0,60.0,2.0,774510.0,5.0,4.0,,774510.0,, ,
2023-02-16,,2408,南亞科,5282,5494,4100.0,4107.0,489.0,277.0,,774510.0,22.0,29.0,,774510.0,, ,
2023-02-17,,2408,南亞科,5561,5652,4107.0,3928.0,237.0,141.0,5.0,774510.0,5.0,6.0,180.0,774510.0,, ,
2023-02-18,,2408,南亞科,5561,5652,4107.0,3928.0,237.0,141.0,5.0,774510.0,5.0,6.0,180.0,774510.0,, ,
