,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,1057.0,8996,高力,13150,12310,6461.0,6402.0,,,,,,,,,,,False
2022-12-12,,8996,高力,12310,12455,6584.0,6499.0,1535.0,1390.0,,22346.0,131.0,52.0,6.0,22346.0,18.0, ,False
2022-12-13,,8996,高力,12515,12320,6443.0,6370.0,475.0,658.0,12.0,22346.0,88.0,15.0,,22346.0,1.0, ,False
2022-12-14,,8996,高力,12320,11371,6370.0,6689.0,806.0,1755.0,,22346.0,51.0,370.0,,22346.0,2.0, ,False
2022-12-15,,8996,高力,11371,11305,6689.0,6644.0,1029.0,1095.0,,22346.0,89.0,67.0,23.0,22346.0,5.0, ,False
2022-12-18,,8996,高力,11305,11555,6644.0,6458.0,1008.0,758.0,,22346.0,189.0,3.0,,22346.0,, ,False
2022-12-19,,8996,高力,11555,11502,6458.0,6402.0,208.0,261.0,,22346.0,26.0,20.0,50.0,22346.0,2.0, ,False
2022-12-20,,8996,高力,11502,11340,6402.0,6388.0,727.0,872.0,17.0,22346.0,105.0,93.0,2.0,22346.0,9.0, ,False
2022-12-21,,8996,高力,11340,11608,6388.0,6386.0,547.0,207.0,72.0,22346.0,60.0,58.0,,22346.0,2.0, ,False
2022-12-23,,8996,高力,11538,10558,6436.0,6590.0,326.0,1305.0,1.0,22346.0,71.0,226.0,1.0,22346.0,10.0, ,False
2022-12-26,,8996,高力,10558,11500,6590.0,6367.0,1253.0,311.0,,22346.0,223.0,5.0,5.0,22346.0,2.0, ,False
2022-12-27,,8996,高力,11500,11862,6367.0,6359.0,624.0,262.0,,22346.0,45.0,37.0,,22346.0,1.0, ,False
2022-12-28,,8996,高力,11862,11921,6359.0,6397.0,319.0,260.0,,22346.0,28.0,66.0,,22346.0,6.0, ,False
2022-12-29,,8996,高力,11921,11141,6397.0,6564.0,379.0,1159.0,,22346.0,84.0,251.0,,22346.0,24.0, ,False
2022-12-30,,8996,高力,11141,10302,6564.0,6683.0,294.0,1133.0,,22346.0,42.0,161.0,,22346.0,13.0, ,False
