,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,348.0,2009,第一銅,5548,5403,3140.0,3110.0,,,,,,,,,,,False
2022-12-12,,2009,第一銅,5390,5463,3167.0,3185.0,285.0,210.0,2.0,89905.0,11.0,29.0,,89905.0,6.0, ,False
2022-12-13,,2009,第一銅,5413,5420,3170.0,3211.0,707.0,691.0,9.0,89905.0,21.0,62.0,,89905.0,9.0, ,False
2022-12-14,,2009,第一銅,5420,5462,3211.0,3211.0,436.0,293.0,101.0,89905.0,39.0,39.0,,89905.0,1.0, ,False
2022-12-15,,2009,第一銅,5462,5492,3211.0,3216.0,408.0,377.0,1.0,89905.0,32.0,37.0,,89905.0,1.0, ,False
2022-12-18,,2009,第一銅,5492,5341,3216.0,3190.0,207.0,355.0,3.0,89905.0,94.0,68.0,,89905.0,1.0, ,False
2022-12-19,,2009,第一銅,5341,5269,3190.0,3116.0,81.0,127.0,26.0,89905.0,82.0,8.0,,89905.0,, ,False
2022-12-20,,2009,第一銅,5269,5031,3116.0,3058.0,91.0,323.0,6.0,89905.0,134.0,76.0,,89905.0,, ,False
2022-12-21,,2009,第一銅,5031,5029,3058.0,3057.0,165.0,162.0,5.0,89905.0,65.0,64.0,,89905.0,5.0, ,False
2022-12-23,,2009,第一銅,5040,4907,3040.0,3045.0,116.0,232.0,17.0,89905.0,36.0,41.0,,89905.0,2.0, ,False
2022-12-26,,2009,第一銅,4907,5005,3045.0,3034.0,235.0,112.0,25.0,89905.0,20.0,9.0,,89905.0,1.0, ,False
2022-12-27,,2009,第一銅,5005,4973,3034.0,3012.0,127.0,139.0,20.0,89905.0,29.0,7.0,,89905.0,, ,False
2022-12-28,,2009,第一銅,4973,5016,3012.0,2975.0,268.0,220.0,5.0,89905.0,53.0,16.0,,89905.0,3.0, ,False
2022-12-29,,2009,第一銅,5016,4957,2975.0,2920.0,137.0,185.0,11.0,89905.0,81.0,26.0,,89905.0,1.0, ,False
2022-12-30,,2009,第一銅,4957,4942,2920.0,2929.0,79.0,88.0,6.0,89905.0,26.0,35.0,,89905.0,, ,False
2023-01-03,,2009,第一銅,4942,4906,2929.0,2961.0,94.0,120.0,10.0,89905.0,25.0,57.0,,89905.0,4.0, ,
2023-01-04,,2009,第一銅,4906,4914,2961.0,2952.0,83.0,73.0,2.0,89905.0,21.0,12.0,,89905.0,, ,
2023-01-05,,2009,第一銅,4914,4918,2952.0,2978.0,84.0,75.0,5.0,89905.0,22.0,48.0,,89905.0,, ,
2023-01-06,,2009,第一銅,4918,4924,2978.0,2960.0,63.0,52.0,5.0,89905.0,42.0,24.0,,89905.0,, ,
2023-01-10,,2009,第一銅,5280,5458,2935.0,2886.0,333.0,132.0,23.0,89905.0,53.0,4.0,,89905.0,3.0, ,
