,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,453.0,2383,台光電,1330,1252,406.0,391.0,,,,,,,,,,,False
2022-12-12,,2383,台光電,1219,1179,425.0,433.0,39.0,79.0,,83229.0,,8.0,,83229.0,, ,False
2022-12-13,,2383,台光電,1226,1193,391.0,387.0,50.0,83.0,,83229.0,4.0,,,83229.0,, ,False
2022-12-14,,2383,台光電,1193,1208,387.0,393.0,37.0,22.0,,83229.0,2.0,8.0,,83229.0,1.0, ,False
2022-12-15,,2383,台光電,1208,1188,393.0,394.0,20.0,40.0,,83229.0,2.0,3.0,,83229.0,, ,False
2022-12-18,,2383,台光電,1188,1225,394.0,386.0,103.0,66.0,,83229.0,14.0,6.0,,83229.0,, ,False
2022-12-19,,2383,台光電,1225,1222,386.0,415.0,22.0,25.0,,83229.0,6.0,35.0,,83229.0,, ,False
2022-12-20,,2383,台光電,1222,1289,415.0,403.0,112.0,45.0,,83229.0,28.0,16.0,,83229.0,, ,False
2022-12-21,,2383,台光電,1289,1312,403.0,426.0,45.0,22.0,,83229.0,18.0,41.0,,83229.0,, ,False
2022-12-23,,2383,台光電,1304,1296,504.0,477.0,23.0,25.0,6.0,83229.0,45.0,18.0,,83229.0,, ,False
2022-12-26,,2383,台光電,1296,1321,477.0,480.0,37.0,12.0,,83229.0,5.0,8.0,,83229.0,, ,False
2022-12-27,,2383,台光電,1321,1311,480.0,480.0,14.0,24.0,,83229.0,,,,83229.0,, ,False
2022-12-28,,2383,台光電,1311,1301,480.0,488.0,14.0,24.0,,83229.0,3.0,11.0,,83229.0,, ,False
2022-12-29,,2383,台光電,1301,1274,488.0,500.0,14.0,41.0,,83229.0,4.0,16.0,,83229.0,, ,False
2022-12-30,,2383,台光電,1274,1322,500.0,518.0,66.0,15.0,3.0,83229.0,9.0,27.0,,83229.0,, ,False
2023-01-03,,2383,台光電,1322,1257,518.0,509.0,29.0,94.0,,83229.0,18.0,9.0,,83229.0,2.0, ,
2023-01-04,,2383,台光電,1257,1191,509.0,528.0,24.0,90.0,,83229.0,9.0,28.0,,83229.0,, ,
2023-01-05,,2383,台光電,1191,1365,528.0,538.0,201.0,26.0,1.0,83229.0,8.0,18.0,,83229.0,1.0, ,
2023-01-06,,2383,台光電,1365,1331,538.0,538.0,35.0,69.0,,83229.0,22.0,22.0,,83229.0,, ,
2023-01-10,,2383,台光電,1166,1149,542.0,503.0,20.0,37.0,,83229.0,40.0,1.0,,83229.0,, ,
2023-01-11,,2383,台光電,1149,1220,503.0,469.0,81.0,9.0,1.0,83229.0,26.0,1.0,9.0,83229.0,, ,
2023-01-12,,2383,台光電,1220,1191,469.0,456.0,24.0,53.0,,83229.0,18.0,5.0,,83229.0,, ,
2023-01-14,,2383,台光電,1191,1276,456.0,453.0,107.0,22.0,,83229.0,5.0,2.0,,83229.0,, ,
2023-01-16,,2383,台光電,1276,1305,453.0,415.0,77.0,48.0,,83229.0,40.0,4.0,2.0,83229.0,3.0, ,
2023-01-18,,2383,台光電,1305,1254,415.0,420.0,18.0,67.0,2.0,83229.0,10.0,15.0,,83229.0,1.0, ,
2023-02-01,,2383,台光電,1379,1325,414.0,409.0,226.0,271.0,9.0,83229.0,22.0,18.0,1.0,83229.0,4.0, ,
2023-02-02,,2383,台光電,1379,1325,414.0,409.0,226.0,271.0,9.0,83229.0,22.0,18.0,1.0,83229.0,4.0, ,
2023-02-03,,2383,台光電,1380,1336,396.0,402.0,76.0,119.0,1.0,83229.0,,7.0,1.0,83229.0,, ,
2023-02-04,,2383,台光電,1380,1336,396.0,402.0,76.0,119.0,1.0,83229.0,,7.0,1.0,83229.0,, ,
2023-02-06,,2383,台光電,1336,1404,402.0,379.0,122.0,54.0,,83229.0,23.0,,,83229.0,, ,
2023-02-07,,2383,台光電,1404,1443,379.0,377.0,56.0,17.0,,83229.0,3.0,1.0,,83229.0,, ,
2023-02-08,,2383,台光電,1443,1437,377.0,376.0,38.0,44.0,,83229.0,1.0,,,83229.0,, ,
2023-02-09,,2383,台光電,1437,1267,376.0,391.0,76.0,246.0,,83229.0,,15.0,,83229.0,, ,
2023-02-10,,2383,台光電,1267,1213,391.0,389.0,53.0,107.0,,83229.0,5.0,3.0,,83229.0,, ,
2023-02-11,,2383,台光電,1267,1213,391.0,389.0,53.0,107.0,,83229.0,5.0,3.0,,83229.0,, ,
2023-02-13,,2383,台光電,1213,1201,389.0,388.0,73.0,85.0,,83229.0,4.0,3.0,,83229.0,, ,
2023-02-14,,2383,台光電,1201,1249,388.0,383.0,80.0,32.0,,83229.0,9.0,4.0,,83229.0,, ,
2023-02-15,,2383,台光電,1249,1275,383.0,378.0,52.0,26.0,,83229.0,11.0,6.0,,83229.0,, ,
2023-02-16,,2383,台光電,1271,1313,378.0,370.0,98.0,55.0,1.0,83229.0,8.0,,,83229.0,, ,
2023-02-17,,2383,台光電,1317,1306,370.0,366.0,47.0,58.0,,83229.0,6.0,2.0,,83229.0,, ,
2023-02-18,,2383,台光電,1317,1306,370.0,366.0,47.0,58.0,,83229.0,6.0,2.0,,83229.0,, ,
2023-02-20,,2383,台光電,1306,1296,366.0,368.0,23.0,33.0,,83229.0,2.0,4.0,,83229.0,1.0, ,
2023-02-21,,2383,台光電,1296,1211,368.0,372.0,57.0,142.0,,83229.0,5.0,9.0,,83229.0,, ,
2023-02-22,,2383,台光電,1211,1260,372.0,362.0,96.0,47.0,,83229.0,11.0,1.0,,83229.0,, ,
2023-02-23,,2383,台光電,1260,1370,362.0,356.0,132.0,22.0,,83229.0,7.0,1.0,,83229.0,, ,
2023-02-24,,2383,台光電,1370,1267,356.0,363.0,197.0,296.0,4.0,83229.0,,7.0,,83229.0,2.0, ,
2023-02-25,,2383,台光電,1370,1267,356.0,363.0,197.0,296.0,4.0,83229.0,,7.0,,83229.0,2.0, ,
2023-02-27,,2383,台光電,1370,1267,356.0,363.0,197.0,296.0,4.0,83229.0,,7.0,,83229.0,2.0, ,
2023-02-28,,2383,台光電,1370,1267,356.0,363.0,197.0,296.0,4.0,83229.0,,7.0,,83229.0,2.0, ,
2023-03-01,,2383,台光電,1267,1366,363.0,337.0,139.0,40.0,,83229.0,7.0,3.0,22.0,83229.0,, ,
2023-03-02,,2383,台光電,1366,1323,337.0,339.0,11.0,53.0,1.0,83229.0,1.0,3.0,,83229.0,, ,
2023-03-03,,2383,台光電,1323,1286,339.0,339.0,59.0,96.0,,83229.0,8.0,8.0,,83229.0,1.0, ,
2023-03-04,,2383,台光電,1323,1286,339.0,339.0,59.0,96.0,,83229.0,8.0,8.0,,83229.0,1.0, ,
2023-03-06,,2383,台光電,1286,1443,339.0,321.0,234.0,67.0,10.0,83229.0,22.0,4.0,,83229.0,4.0, ,
2023-03-07,,2383,台光電,1443,1358,321.0,322.0,50.0,135.0,,83229.0,3.0,4.0,,83229.0,, ,
2023-03-08,,2383,台光電,1358,1350,322.0,326.0,67.0,75.0,,83229.0,3.0,7.0,,83229.0,, ,
2023-03-09,,2383,台光電,1350,1304,326.0,314.0,171.0,217.0,,83229.0,13.0,1.0,,83229.0,, ,
2023-03-10,,2383,台光電,1304,1366,314.0,304.0,165.0,103.0,,83229.0,9.0,2.0,3.0,83229.0,, ,
2023-03-11,,2383,台光電,1304,1366,314.0,304.0,165.0,103.0,,83229.0,9.0,2.0,3.0,83229.0,, ,
2023-03-13,,2383,台光電,1366,1422,304.0,294.0,72.0,16.0,,83229.0,14.0,4.0,,83229.0,, ,
2023-03-14,,2383,台光電,1422,1522,294.0,293.0,150.0,50.0,,83229.0,6.0,5.0,,83229.0,1.0, ,
2023-03-15,,2383,台光電,1522,1613,293.0,296.0,110.0,18.0,1.0,83229.0,1.0,4.0,,83229.0,, ,
2023-03-16,,2383,台光電,1613,1639,296.0,213.0,55.0,29.0,,83229.0,12.0,4.0,75.0,83229.0,, ,
2023-03-17,,2383,台光電,1639,1675,213.0,206.0,48.0,12.0,,83229.0,8.0,1.0,,83229.0,, ,
2023-03-18,,2383,台光電,1639,1675,213.0,206.0,48.0,12.0,,83229.0,8.0,1.0,,83229.0,, ,
2023-03-20,,2383,台光電,1675,1729,206.0,204.0,67.0,12.0,1.0,83229.0,2.0,1.0,1.0,83229.0,, ,
2023-03-21,,2383,台光電,1729,1804,204.0,83.0,146.0,68.0,3.0,83229.0,51.0,4.0,74.0,83229.0,4.0, ,
2023-03-22,,2383,台光電,1804,1635,83.0,91.0,76.0,245.0,,83229.0,4.0,12.0,,83229.0,1.0, ,
2023-03-23,,2383,台光電,1635,1643,91.0,61.0,56.0,47.0,1.0,83229.0,30.0,,,83229.0,,X ,
2023-03-24,,2383,台光電,1643,1650,61.0,2.0,59.0,51.0,1.0,83229.0,57.0,,2.0,83229.0,,X ,
2023-03-25,,2383,台光電,1643,1650,61.0,2.0,59.0,51.0,1.0,83229.0,57.0,,2.0,83229.0,,X ,
2023-03-27,,2383,台光電,1650,1630,2.0,,82.0,102.0,,83229.0,,,2.0,83229.0,,X ,
2023-03-28,,2383,台光電,1630,1592,,,70.0,105.0,3.0,83229.0,,,,83229.0,,X ,
2023-03-29,,2383,台光電,1592,1566,,,32.0,58.0,,83229.0,,,,83229.0,, ,
2023-03-30,,2383,台光電,1566,1528,,12.0,50.0,88.0,,83229.0,,12.0,,83229.0,1.0, ,
2023-03-31,,2383,台光電,1528,1570,12.0,15.0,70.0,28.0,,83229.0,,3.0,,83229.0,, ,
2023-04-01,,2383,台光電,1528,1570,12.0,15.0,70.0,28.0,,83229.0,,3.0,,83229.0,, ,
2023-04-03,,2383,台光電,1528,1570,12.0,15.0,70.0,28.0,,83229.0,,3.0,,83229.0,, ,
2023-04-04,,2383,台光電,1528,1570,12.0,15.0,70.0,28.0,,83229.0,,3.0,,83229.0,, ,
